supplier_id,supplier_name,country,sector,tier,esg_score,risk_rating,emission_contribution_tco2e,audit_status,last_audit_date,key_risk_factors,annual_spend_inr_crores,scope3_category,single_source_flag,emission_factor_source
SUP-03790,Yarrow Distributors Ltd,Netherlands,Engineering Services,Tier 3,38.4,High,64.0,Overdue,2021-12-17,"Effluent management, Diversity gap, Climate transition risk",8.48,Cat 2: Capital Goods,No,DEFRA UK 2024
SUP-03791,Hyperion Enterprises Co,India,Manufacturing,Tier 2,61.5,Low,1501.0,Compliant,2024-10-06,Air emissions,68.07,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03792,Solstice Services Co,UAE,Packaging,Tier 2,72.9,Medium,829.6,Pending,2023-07-11,"Forced labor risk, Effluent management",16.94,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-03793,Indus Distributors Corp,Malaysia,Construction,Tier 2,60.4,Low,104.6,Compliant,2023-07-25,Child labor risk,1.42,Cat 2: Capital Goods,No,EXIOBASE v3.8
SUP-03794,Delta Holdings Co,France,Engineering Services,Tier 1,79.8,Low,87.5,Action Plan,2024-05-14,,12.4,Cat 2: Capital Goods,No,USEEIO v2.0
SUP-03795,Juno Services Pvt Ltd,Bangladesh,Packaging,Tier 1,82.0,Low,191.2,Compliant,2023-11-18,,5.15,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-03796,Apex Materials Pvt Ltd,Turkey,Mining,Tier 1,64.0,Medium,4804.3,Compliant,2021-06-26,Forced labor risk,23.18,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-03797,Granite Distributors Inc,Germany,Chemicals,Tier 1,67.5,High,3631.0,Overdue,2022-02-17,"Living wage, Air emissions, Climate transition risk, Conflict minerals",33.61,Cat 11: Use of Sold Products,No,EcoInvent v3.10
SUP-03798,Indus Systems SA,Saudi Arabia,Energy Services,Tier 1,48.9,High,1348.4,Re-audit Required,2023-08-02,"Forced labor risk, Waste disposal, Child labor risk, Diversity gap",10.13,Cat 3: Fuel & Energy Related,No,GLEC Framework v3.0
SUP-03799,Fortis Manufacturing LLP,India,Electronics,Tier 3,39.8,Critical,428.8,Action Plan,2024-03-09,"Waste disposal, Diversity gap, Tax transparency",18.83,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-03800,Helios Engineering Inc,Sri Lanka,IT Services,Tier 1,59.7,Critical,347.8,Action Plan,2024-12-09,"Biodiversity impact, Air emissions, Tax transparency",82.29,Cat 15: Investments,No,EPA Emission Factors Hub 2024
SUP-03801,Vector Group Inc,Mexico,Manufacturing,Tier 1,71.8,High,174.3,Overdue,2022-05-22,"Labor practices, Biodiversity impact, Energy intensity",4.86,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-03802,Juno Trading AG,Netherlands,Plastics & Polymers,Tier 1,63.9,Medium,2758.5,Pending,2022-12-09,"Biodiversity impact, Waste disposal, Data security",26.71,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03803,Juno Polymers AG,Brazil,Mining,Tier 1,85.1,Medium,537.2,Action Plan,2022-11-28,"Effluent management, Water stress, Waste disposal",4.44,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-03804,Polaris Enterprises Ltd,China,Logistics,Tier 1,78.1,Medium,577.4,Action Plan,2021-05-22,"Forced labor risk, Water stress",8.98,Cat 4: Upstream Transportation,No,EPA Emission Factors Hub 2024
SUP-03805,Borealis Chemicals LLP,South Africa,Construction,Tier 1,76.5,Low,370.4,Compliant,2022-04-02,,5.2,Cat 2: Capital Goods,No,Industry Average (IEA)
SUP-03806,Fortis Works Ltd,United Kingdom,Manufacturing,Tier 1,60.1,Low,775.5,Compliant,2023-06-24,"Climate transition risk, Effluent management",31.02,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03807,Astra Systems Ltd,UAE,Logistics,Tier 2,71.1,Low,267.2,Pending,2021-08-02,,3.49,Cat 4: Upstream Transportation,No,EPA Emission Factors Hub 2024
SUP-03808,Astra Solutions Corp,Italy,Packaging,Tier 1,39.2,High,2508.8,Overdue,2023-09-01,"Air emissions, Tax transparency, Forced labor risk",42.92,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-03809,Astra Services AG,Mexico,Steel & Metals,Tier 2,68.8,Low,11551.0,Action Plan,2024-12-16,Water stress,68.82,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03810,Quasar Enterprises Pvt Ltd,Indonesia,Engineering Services,Tier 1,57.3,High,153.9,Overdue,2022-02-06,"Bribery & corruption, Climate transition risk",15.2,Cat 2: Capital Goods,No,EcoInvent v3.10
SUP-03811,Zenith Works GmbH,India,Steel & Metals,Tier 1,72.2,Low,654.4,Pending,2021-11-04,,6.14,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-03812,Falcon Manufacturing Inc,Japan,Agriculture,Tier 1,70.0,Critical,547.5,Overdue,2022-06-24,"Tax transparency, Water stress, Forced labor risk",5.24,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03813,Tempus Enterprises Inc,Egypt,Mining,Tier 1,72.8,Low,51719.4,Compliant,2023-11-27,Conflict minerals,370.65,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03814,Xenon Industries Co,India,Manufacturing,Tier 1,76.8,Low,347.9,Compliant,2024-02-12,,12.89,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03815,Gemini Components AG,Thailand,Chemicals,Tier 1,62.9,Medium,445.2,Compliant,2021-03-05,"Climate transition risk, Labor practices",4.28,Cat 1: Purchased Goods & Services,Yes,Internal Engineering Estimate
SUP-03816,Falcon Group AG,United Kingdom,Steel & Metals,Tier 2,62.5,Medium,22761.4,Action Plan,2023-08-01,Energy intensity,150.22,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-03817,Cardinal Components Pvt Ltd,United States,Transportation,Tier 2,52.6,High,293.6,Action Plan,2021-02-14,"Living wage, Diversity gap",3.97,Cat 9: Downstream Transportation,No,Supplier-reported (CDP)
SUP-03818,Cardinal Polymers Corp,Spain,Manufacturing,Tier 1,71.2,Medium,256.7,Compliant,2024-11-14,"Living wage, Diversity gap, Child labor risk",7.95,Cat 1: Purchased Goods & Services,Yes,DEFRA UK 2024
SUP-03819,Nimbus Packaging GmbH,United States,Construction,Tier 1,72.4,High,1947.1,Overdue,2021-12-20,"Forced labor risk, Effluent management",21.54,Cat 2: Capital Goods,No,GLEC Framework v3.0
SUP-03820,Orion Logistics LLP,Indonesia,Catering & Facilities,Tier 2,33.7,Critical,655.8,Overdue,2021-12-01,"Climate transition risk, Ethical sourcing, Biodiversity impact",35.93,Cat 6: Business Travel,No,Supplier-reported (CDP)
SUP-03821,Zenith Polymers Inc,United Kingdom,Electronics,Tier 2,45.4,High,125.8,Overdue,2021-01-27,"Biodiversity impact, Data security, Forced labor risk",6.51,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-03822,Helios Polymers LLP,India,Industrial Equipment,Tier 2,54.3,Medium,857.3,Compliant,2022-11-19,"Child labor risk, Air emissions",33.89,Cat 1: Purchased Goods & Services,Yes,EcoInvent v3.10
SUP-03823,Hyperion Industries GmbH,United States,Chemicals,Tier 2,57.2,High,447.4,Pending,2022-04-21,"Labor practices, Effluent management",3.91,Cat 11: Use of Sold Products,Yes,DEFRA UK 2024
SUP-03824,Nimbus Solutions LLP,Sri Lanka,Agriculture,Tier 2,77.9,Low,3418.2,Overdue,2023-08-28,,52.78,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03825,Juno Packaging SA,Egypt,Chemicals,Tier 1,85.4,Low,1776.0,Compliant,2022-12-05,Worker safety,15.63,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03826,Tempus Materials AG,Malaysia,Pharmaceuticals,Tier 2,63.5,Medium,375.8,Compliant,2021-11-06,Water stress,15.82,Cat 1: Purchased Goods & Services,Yes,Supplier-reported (EcoVadis)
SUP-03827,Umbra Polymers AG,Turkey,Logistics,Tier 2,58.7,Medium,195.3,Compliant,2024-05-09,"Labor practices, Forced labor risk",4.06,Cat 9: Downstream Transportation,No,USEEIO v2.0
SUP-03828,Astra Services SA,Vietnam,Mining,Tier 2,74.0,Medium,1685.2,Compliant,2024-05-13,"Child labor risk, Diversity gap",9.16,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-03829,Drake Industries Pvt Ltd,Vietnam,Transportation,Tier 1,81.1,Low,65.0,Overdue,2023-01-10,,1.06,Cat 4: Upstream Transportation,No,DEFRA UK 2024
SUP-03830,Delta Services Corp,South Korea,Manufacturing,Tier 2,62.9,High,65.3,Action Plan,2022-07-17,"Labor practices, Waste disposal, Biodiversity impact, Diversity gap",2.74,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03831,Drake Trading Pvt Ltd,Italy,Agriculture,Tier 2,38.8,Critical,1924.5,Overdue,2021-02-15,"Worker safety, Child labor risk, Ethical sourcing, Tax transparency",17.9,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03832,Astra Materials SA,South Africa,Energy Services,Tier 1,69.7,Medium,955.4,Compliant,2022-02-25,"Data security, Labor practices",7.31,Cat 3: Fuel & Energy Related,No,DEFRA UK 2024
SUP-03833,Fortis Systems AG,Malaysia,Catering & Facilities,Tier 2,46.7,High,215.1,Overdue,2021-12-24,"Effluent management, Conflict minerals, Waste disposal",19.64,Cat 6: Business Travel,No,Industry Average (IEA)
SUP-03834,Apex Distributors LLP,Turkey,Energy Services,Tier 2,79.7,Medium,1035.4,Action Plan,2024-09-28,Bribery & corruption,7.93,Cat 3: Fuel & Energy Related,No,EcoInvent v3.10
SUP-03835,Beacon Industries Inc,Japan,Transportation,Tier 1,76.7,Medium,378.1,Pending,2023-04-15,"Climate transition risk, Labor practices",4.26,Cat 9: Downstream Transportation,No,EPA Emission Factors Hub 2024
SUP-03836,Orion Components Ltd,United Kingdom,Logistics,Tier 1,61.0,High,827.0,Pending,2024-05-17,"Forced labor risk, Worker safety",11.51,Cat 9: Downstream Transportation,Yes,Industry Average (IEA)
SUP-03837,Orion Technologies Ltd,Malaysia,Pharmaceuticals,Tier 1,63.8,Medium,208.5,Pending,2022-03-10,"Water stress, Forced labor risk, Ethical sourcing",7.93,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03838,Tempus Enterprises GmbH,Japan,Agriculture,Tier 3,31.5,Critical,845.9,Overdue,2024-10-04,"Diversity gap, Child labor risk, Climate transition risk, Worker safety, Conflict minerals",8.46,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-03839,Ember Group LLP,Netherlands,Packaging,Tier 2,42.4,High,663.6,Compliant,2023-10-14,"Waste disposal, Tax transparency, Climate transition risk, Water stress",15.15,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03840,Orion Services Inc,Bangladesh,Chemicals,Tier 1,55.8,High,2118.2,Action Plan,2023-09-16,"Living wage, Tax transparency, Data security",21.09,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-03841,Apex Services AG,UAE,IT Services,Tier 3,56.3,Medium,36.0,Compliant,2021-12-14,Bribery & corruption,11.02,Cat 15: Investments,No,Industry Average (IEA)
SUP-03842,Kestrel Holdings Corp,Malaysia,Pharmaceuticals,Tier 1,94.9,Low,531.0,Compliant,2021-05-24,"Bribery & corruption, Air emissions",22.54,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-03843,Apex Services Inc,Spain,Agriculture,Tier 2,59.3,Critical,209.2,Overdue,2024-08-10,"Air emissions, Labor practices, Climate transition risk, Diversity gap, Energy intensity",2.96,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03844,Meridian Group AG,India,Engineering Services,Tier 1,84.8,Low,108.2,Compliant,2023-06-15,,11.22,Cat 2: Capital Goods,Yes,EXIOBASE v3.8
SUP-03845,Gemini Polymers Inc,Saudi Arabia,Electronics,Tier 1,72.0,Medium,280.6,Compliant,2023-12-11,"Tax transparency, Bribery & corruption, Water stress",9.91,Cat 1: Purchased Goods & Services,Yes,EPA Emission Factors Hub 2024
SUP-03846,Nimbus Materials GmbH,Australia,Pharmaceuticals,Tier 3,49.6,High,703.1,Action Plan,2022-12-22,"Child labor risk, Conflict minerals, Biodiversity impact",20.2,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-03847,Eclipse Technologies Pvt Ltd,United States,IT Services,Tier 1,59.6,Medium,20.7,Pending,2023-12-12,Child labor risk,5.26,Cat 15: Investments,No,Supplier-reported (EcoVadis)
SUP-03848,Helios Logistics Corp,UAE,Manufacturing,Tier 2,60.7,Medium,1669.5,Action Plan,2022-12-06,Living wage,70.79,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03849,Astra Solutions Ltd,UAE,Packaging,Tier 1,87.3,Low,315.1,Compliant,2024-02-11,Tax transparency,5.63,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-03850,Solstice Enterprises Co,Netherlands,Pharmaceuticals,Tier 2,59.7,Medium,283.9,Compliant,2021-09-22,Ethical sourcing,11.22,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-03851,Zenith Engineering Corp,Vietnam,Steel & Metals,Tier 3,48.9,Medium,4748.3,Compliant,2023-02-14,"Living wage, Child labor risk, Water stress",41.4,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-03852,Cardinal Solutions GmbH,Egypt,Logistics,Tier 2,51.2,Medium,1004.7,Re-audit Required,2023-08-06,"Diversity gap, Data security",12.2,Cat 9: Downstream Transportation,No,EPA Emission Factors Hub 2024
SUP-03853,Wolfram Solutions SA,Saudi Arabia,Construction,Tier 3,68.7,Low,814.7,Compliant,2024-07-07,Conflict minerals,14.05,Cat 2: Capital Goods,No,Supplier-reported (CDP)
SUP-03854,Ravelin Services GmbH,Turkey,Agriculture,Tier 2,62.9,Medium,3845.5,Compliant,2022-05-13,Biodiversity impact,39.25,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-03855,Yarrow Group Pvt Ltd,Brazil,Engineering Services,Tier 1,59.7,High,40.5,Compliant,2022-11-18,"Child labor risk, Energy intensity, Bribery & corruption, Diversity gap",5.73,Cat 2: Capital Goods,No,EcoInvent v3.10
SUP-03856,Beacon Polymers SA,Spain,Packaging,Tier 3,31.2,Critical,3378.3,Overdue,2023-05-18,"Diversity gap, Worker safety, Child labor risk, Air emissions",95.34,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-03857,Orion Distributors AG,Australia,Plastics & Polymers,Tier 1,72.7,Low,285.7,Action Plan,2023-05-01,Biodiversity impact,3.69,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-03858,Helios Resources SA,Turkey,Mining,Tier 1,93.9,Low,710.4,Compliant,2024-03-12,Bribery & corruption,3.45,Cat 1: Purchased Goods & Services,Yes,DEFRA UK 2024
SUP-03859,Astra Services GmbH,Spain,Logistics,Tier 3,65.7,Low,484.2,Pending,2021-07-04,Air emissions,10.13,Cat 4: Upstream Transportation,No,EPA Emission Factors Hub 2024
SUP-03860,Cardinal Solutions Co,United Kingdom,Catering & Facilities,Tier 1,76.5,Low,259.7,Compliant,2023-01-08,"Tax transparency, Data security",19.1,Cat 6: Business Travel,No,Industry Average (IEA)
SUP-03861,Zenith Distributors Co,South Africa,Logistics,Tier 1,65.8,Medium,397.6,Pending,2021-07-27,"Conflict minerals, Worker safety, Climate transition risk",6.25,Cat 4: Upstream Transportation,No,Supplier-reported (CDP)
SUP-03862,Zenith Solutions Pvt Ltd,Bangladesh,Industrial Equipment,Tier 2,70.9,Low,156.8,Compliant,2021-05-03,,6.5,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-03863,Beacon Works AG,Vietnam,Packaging,Tier 1,59.0,Medium,1844.1,Action Plan,2021-12-13,Water stress,32.91,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03864,Helios Enterprises Pvt Ltd,Saudi Arabia,Steel & Metals,Tier 1,79.6,Low,2251.5,Compliant,2024-02-16,,12.41,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03865,Solstice Holdings Inc,Sri Lanka,Electronics,Tier 1,69.2,Low,443.5,Action Plan,2021-08-22,,22.97,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03866,Cygnus Manufacturing Inc,UAE,Energy Services,Tier 1,69.8,Medium,809.0,Compliant,2021-02-09,"Conflict minerals, Ethical sourcing, Air emissions",8.39,Cat 3: Fuel & Energy Related,No,EPA Emission Factors Hub 2024
SUP-03867,Vector Chemicals SA,Australia,Pharmaceuticals,Tier 2,63.2,High,290.6,Action Plan,2021-10-28,"Climate transition risk, Bribery & corruption, Biodiversity impact",10.9,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-03868,Tempus Manufacturing Corp,Italy,Packaging,Tier 1,79.2,Low,1831.9,Compliant,2024-08-02,,45.12,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-03869,Quasar Industries Inc,Egypt,Chemicals,Tier 1,79.5,Low,1053.4,Compliant,2021-10-24,"Labor practices, Waste disposal",11.37,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-03870,Helios Manufacturing Corp,Spain,Logistics,Tier 1,73.5,Medium,1267.6,Compliant,2021-06-01,"Worker safety, Child labor risk, Biodiversity impact",20.66,Cat 4: Upstream Transportation,No,EXIOBASE v3.8
SUP-03871,Vector Distributors SA,Thailand,Chemicals,Tier 1,76.7,Low,449.9,Compliant,2024-09-11,"Water stress, Living wage",3.81,Cat 11: Use of Sold Products,No,EPA Emission Factors Hub 2024
SUP-03872,Kestrel Resources LLP,Malaysia,Agriculture,Tier 1,79.1,Medium,1968.0,Action Plan,2024-01-14,Labor practices,17.12,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-03873,Ravelin Distributors AG,Mexico,Energy Services,Tier 2,70.0,Low,2858.6,Compliant,2023-03-07,"Climate transition risk, Labor practices",24.65,Cat 3: Fuel & Energy Related,No,EcoInvent v3.10
SUP-03874,Ember Engineering Co,Mexico,Transportation,Tier 1,76.8,Low,415.7,Pending,2024-01-07,,5.02,Cat 9: Downstream Transportation,No,Supplier-reported (EcoVadis)
SUP-03875,Nimbus Logistics GmbH,Malaysia,Electronics,Tier 2,40.4,Critical,142.2,Pending,2023-09-26,"Labor practices, Climate transition risk, Worker safety, Water stress, Living wage",8.22,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-03876,Xenon Group LLP,France,Chemicals,Tier 1,72.2,Medium,1044.9,Action Plan,2021-07-15,"Child labor risk, Forced labor risk",11.5,Cat 11: Use of Sold Products,No,DEFRA UK 2024
SUP-03877,Zenith Distributors SA,Sri Lanka,Energy Services,Tier 1,64.1,Medium,12594.5,Re-audit Required,2024-03-21,"Effluent management, Water stress, Bribery & corruption",124.97,Cat 3: Fuel & Energy Related,No,EPA Emission Factors Hub 2024
SUP-03878,Quasar Polymers GmbH,Malaysia,Electronics,Tier 1,87.5,Low,61.9,Compliant,2023-06-01,Bribery & corruption,3.99,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03879,Hyperion Group Pvt Ltd,Sri Lanka,Electronics,Tier 2,66.8,Low,149.1,Compliant,2022-03-04,"Energy intensity, Effluent management",7.48,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03880,Granite Solutions Co,United States,Industrial Equipment,Tier 1,74.9,Medium,258.3,Pending,2023-10-01,"Water stress, Child labor risk",10.7,Cat 2: Capital Goods,No,Industry Average (IEA)
SUP-03881,Gemini Packaging Co,United Kingdom,Electronics,Tier 2,50.5,Medium,169.3,Pending,2021-07-06,"Waste disposal, Tax transparency",7.63,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-03882,Gemini Chemicals AG,United States,Catering & Facilities,Tier 1,65.8,Critical,520.0,Overdue,2021-02-21,"Living wage, Waste disposal, Conflict minerals, Ethical sourcing",40.99,Cat 6: Business Travel,No,Supplier-reported (EcoVadis)
SUP-03883,Yarrow Works Inc,Japan,Catering & Facilities,Tier 1,84.5,Low,148.1,Compliant,2021-11-08,,8.3,Cat 6: Business Travel,No,EXIOBASE v3.8
SUP-03884,Umbra Materials Pvt Ltd,France,Construction,Tier 1,81.5,Low,225.2,Compliant,2024-07-16,Ethical sourcing,3.83,Cat 2: Capital Goods,No,GLEC Framework v3.0
SUP-03885,Granite Group Co,India,Energy Services,Tier 1,64.7,Medium,3092.5,Compliant,2024-07-03,Child labor risk,22.13,Cat 3: Fuel & Energy Related,No,Industry Average (IEA)
SUP-03886,Falcon Chemicals Co,Netherlands,Steel & Metals,Tier 1,68.3,High,2784.0,Overdue,2022-02-13,"Data security, Air emissions, Bribery & corruption, Water stress",25.36,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-03887,Meridian Group Corp,United States,Electronics,Tier 1,65.8,Medium,213.5,Action Plan,2022-03-12,Data security,9.68,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-03888,Solstice Packaging GmbH,United States,Chemicals,Tier 2,79.7,Low,1364.4,Action Plan,2022-10-22,"Conflict minerals, Energy intensity",19.84,Cat 11: Use of Sold Products,No,Internal Engineering Estimate
SUP-03889,Umbra Solutions SA,Australia,Electronics,Tier 2,57.1,High,1082.6,Overdue,2024-08-06,"Effluent management, Bribery & corruption, Waste disposal",39.67,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-03890,Cardinal Industries Ltd,South Africa,Manufacturing,Tier 1,81.7,Critical,1628.7,Overdue,2023-02-14,"Climate transition risk, Living wage, Waste disposal, Forced labor risk",55.21,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
