risk_id,category,scenario,time_horizon,likelihood,financial_impact_inr_crores,mitigation,status,owner,affected_business_unit,risk_description
CR-02808,Transition-Policy,IEA-STEPS,Short (0-2 yr),Likely,2.63,Supplier contract pass-through,Closed,Treasury,DST-KOL,EU CBAM exposure on exports
CR-02809,Transition-Policy,IEA-STEPS,Short (0-2 yr),Possible,7.86,Hedging via carbon market,Open,Group HR,FW-CDPW,EU CBAM exposure on exports
CR-02810,Transition-Policy,IEA-STEPS,Short (0-2 yr),Possible,31.3,Capex earmarked in 5-yr plan,Mitigating,EHS Director,REG-EST,EU CBAM exposure on exports
CR-02811,Transition-Policy,IEA-STEPS,Short (0-2 yr),Likely,79.51,Vendor diversification programme,Closed,CRO Office,OFC-CMB,EU CBAM exposure on exports
CR-02812,Transition-Policy,IEA-STEPS,Short (0-2 yr),Likely,23.11,Engineering controls — process,Closed,Strategy & Planning,FNC-LGL,EU CBAM exposure on exports
CR-02813,Transition-Policy,IEA-STEPS,Medium (2-5 yr),Almost Certain,8.08,Customer transition partnership,Mitigating,Treasury,PJT-DEI,EU CBAM exposure on exports
CR-02814,Transition-Policy,IEA-STEPS,Medium (2-5 yr),Rare,103.43,Capex earmarked in 5-yr plan,Closed,Plant Operations,REG-WST,EU CBAM exposure on exports
CR-02815,Transition-Policy,IEA-STEPS,Medium (2-5 yr),Likely,3.17,Capex earmarked in 5-yr plan,Closed,Investor Relations,REG-EUR,EU CBAM exposure on exports
CR-02816,Transition-Policy,IEA-STEPS,Medium (2-5 yr),Almost Certain,1.07,Site-level adaptation plan,Open,Investor Relations,RND-BLR,EU CBAM exposure on exports
CR-02817,Transition-Policy,IEA-STEPS,Medium (2-5 yr),Likely,7.04,PPA conversion to renewables,Mitigating,Investor Relations,PJT-COC,EU CBAM exposure on exports
CR-02818,Transition-Policy,IEA-STEPS,Medium (2-5 yr),Possible,10.78,Site-level adaptation plan,Mitigating,Group HR,PCH-DHJ,EU CBAM exposure on exports
CR-02819,Transition-Policy,IEA-STEPS,Medium (2-5 yr),Possible,25.74,Workforce reskilling programme,Closed,CRO Office,LOG-NSK,EU CBAM exposure on exports
CR-02820,Transition-Policy,IEA-STEPS,Long (5-10 yr),Almost Certain,23.15,Workforce reskilling programme,Mitigating,Plant Operations,FW-CDP,EU CBAM exposure on exports
CR-02821,Transition-Policy,IEA-STEPS,Long (5-10 yr),Possible,12.86,Insurance coverage expanded,Closed,Legal & Compliance,LOG-TUT,EU CBAM exposure on exports
CR-02822,Transition-Policy,IEA-STEPS,Long (5-10 yr),Possible,10.06,Capex earmarked in 5-yr plan,Mitigating,Sustainability — Climate,RSK-DAT,EU CBAM exposure on exports
CR-02823,Transition-Policy,IEA-STEPS,Long (5-10 yr),Possible,17.61,Vendor diversification programme,Mitigating,EHS Director,RSK-SUP,EU CBAM exposure on exports
CR-02824,Transition-Policy,IEA-STEPS,Long (5-10 yr),Likely,4.24,Capex earmarked in 5-yr plan,Mitigating,Procurement,BIZ-RNW,EU CBAM exposure on exports
CR-02825,Transition-Policy,IEA-STEPS,Long (5-10 yr),Possible,31.46,Site-level adaptation plan,Mitigating,Plant Operations,PJT-RNW,EU CBAM exposure on exports
CR-02826,Transition-Policy,IEA-STEPS,Long (5-10 yr),Possible,21.99,Supplier contract pass-through,Mitigating,Treasury,LOG-VSP,EU CBAM exposure on exports
CR-02827,Transition-Policy,IEA-STEPS,Long (5-10 yr),Possible,48.62,Insurance coverage expanded,Mitigating,Strategy & Planning,PCH-JMG,EU CBAM exposure on exports
CR-02828,Transition-Policy,IEA-STEPS,Long (5-10 yr),Possible,3.66,Insurance coverage expanded,Mitigating,Strategy & Planning,FW-TNFD,EU CBAM exposure on exports
CR-02829,Transition-Policy,IEA-STEPS,Very Long (10-30 yr),Possible,0.5,Hedging via carbon market,Mitigating,Plant Operations,PJT-DEI,EU CBAM exposure on exports
CR-02830,Transition-Policy,IEA-STEPS,Very Long (10-30 yr),Likely,0.5,PPA conversion to renewables,Mitigating,Sustainability — Climate,MKT-SMB,EU CBAM exposure on exports
CR-02831,Transition-Policy,IEA-STEPS,Very Long (10-30 yr),Possible,1.36,Hedging via carbon market,Open,Strategy & Planning,PJT-CIRC,EU CBAM exposure on exports
CR-02832,Transition-Policy,IEA-STEPS,Very Long (10-30 yr),Possible,0.5,Capex earmarked in 5-yr plan,Mitigating,Sustainability — Climate,REG-WST,EU CBAM exposure on exports
CR-02833,Transition-Policy,IEA-STEPS,Very Long (10-30 yr),Likely,12.17,Site-level adaptation plan,Closed,Sustainability — Climate,PJT-CCS,EU CBAM exposure on exports
CR-02834,Transition-Policy,IEA-STEPS,Very Long (10-30 yr),Possible,6.99,Customer transition partnership,Mitigating,Strategy & Planning,MKT-OEM,EU CBAM exposure on exports
CR-02835,Transition-Policy,IEA-STEPS,Very Long (10-30 yr),Possible,15.56,Site-level adaptation plan,Mitigating,Sustainability — Climate,REG-NTH,EU CBAM exposure on exports
CR-02836,Transition-Policy,IEA-STEPS,Very Long (10-30 yr),Likely,23.8,Insurance coverage expanded,Mitigating,Sustainability — Climate,RSK-SUP,EU CBAM exposure on exports
CR-02837,Transition-Policy,RCP2.6,Short (0-2 yr),Possible,31.3,Vendor diversification programme,Mitigating,Sustainability — Climate,PJT-CYB,EU CBAM exposure on exports
CR-02838,Transition-Policy,RCP2.6,Short (0-2 yr),Possible,5.54,Vendor diversification programme,Open,EHS Director,RND-PUN,EU CBAM exposure on exports
CR-02839,Transition-Policy,RCP2.6,Short (0-2 yr),Possible,4.87,Supplier contract pass-through,Open,Sustainability — Climate,RND-HYD,EU CBAM exposure on exports
CR-02840,Transition-Policy,RCP2.6,Short (0-2 yr),Possible,55.65,Workforce reskilling programme,Mitigating,Investor Relations,FW-GRI,EU CBAM exposure on exports
CR-02841,Transition-Policy,RCP2.6,Short (0-2 yr),Possible,13.83,Vendor diversification programme,Mitigating,Plant Operations,DST-KOL,EU CBAM exposure on exports
CR-02842,Transition-Policy,RCP2.6,Short (0-2 yr),Likely,2.91,Workforce reskilling programme,Mitigating,Investor Relations,RSK-REP,EU CBAM exposure on exports
CR-02843,Transition-Policy,RCP2.6,Short (0-2 yr),Possible,7.93,Capex earmarked in 5-yr plan,Mitigating,Procurement,FNC-HRM,EU CBAM exposure on exports
CR-02844,Transition-Policy,RCP2.6,Medium (2-5 yr),Possible,59.81,Hedging via carbon market,Open,Treasury,RSK-CYB,EU CBAM exposure on exports
CR-02845,Transition-Policy,RCP2.6,Medium (2-5 yr),Likely,3.65,Hedging via carbon market,Mitigating,EHS Director,FNC-COR,EU CBAM exposure on exports
CR-02846,Transition-Policy,RCP2.6,Medium (2-5 yr),Possible,22.64,Supplier contract pass-through,Mitigating,Investor Relations,MKT-SMB,EU CBAM exposure on exports
CR-02847,Transition-Policy,RCP2.6,Medium (2-5 yr),Rare,0.5,Vendor diversification programme,Closed,Sustainability — Climate,PCH-GDR,EU CBAM exposure on exports
CR-02848,Transition-Policy,RCP2.6,Medium (2-5 yr),Almost Certain,28.74,Site-level adaptation plan,Open,Plant Operations,PJT-AUD,EU CBAM exposure on exports
CR-02849,Transition-Policy,RCP2.6,Medium (2-5 yr),Likely,6.46,Capex earmarked in 5-yr plan,Open,Strategy & Planning,PCH-PDP,EU CBAM exposure on exports
CR-02850,Transition-Policy,RCP2.6,Medium (2-5 yr),Likely,11.03,Capex earmarked in 5-yr plan,Mitigating,Legal & Compliance,PJT-LIV,EU CBAM exposure on exports
CR-02851,Transition-Policy,RCP2.6,Medium (2-5 yr),Likely,3.51,Capex earmarked in 5-yr plan,Open,Treasury,RSK-SUP,EU CBAM exposure on exports
CR-02852,Transition-Policy,RCP2.6,Medium (2-5 yr),Possible,103.48,Workforce reskilling programme,Mitigating,CRO Office,MKT-B2C,EU CBAM exposure on exports
CR-02853,Transition-Policy,RCP2.6,Medium (2-5 yr),Possible,21.59,Capex earmarked in 5-yr plan,Open,EHS Director,OFC-DLH,EU CBAM exposure on exports
CR-02854,Transition-Policy,RCP2.6,Long (5-10 yr),Possible,19.85,Vendor diversification programme,Mitigating,Legal & Compliance,OFC-CMB,EU CBAM exposure on exports
CR-02855,Transition-Policy,RCP2.6,Long (5-10 yr),Rare,4.71,Site-level adaptation plan,Mitigating,CRO Office,PCH-HLD,EU CBAM exposure on exports
CR-02856,Transition-Policy,RCP2.6,Long (5-10 yr),Rare,115.13,Capex earmarked in 5-yr plan,Mitigating,Plant Operations,RSK-PHY,EU CBAM exposure on exports
CR-02857,Transition-Policy,RCP2.6,Long (5-10 yr),Possible,5.66,PPA conversion to renewables,Mitigating,Plant Operations,RND-HYD,EU CBAM exposure on exports
CR-02858,Transition-Policy,RCP2.6,Long (5-10 yr),Possible,43.36,Supplier contract pass-through,Open,Treasury,RND-BLR,EU CBAM exposure on exports
CR-02859,Transition-Policy,RCP2.6,Long (5-10 yr),Likely,18.46,Vendor diversification programme,Mitigating,Sustainability — Climate,FW-TNFD,EU CBAM exposure on exports
CR-02860,Transition-Policy,RCP2.6,Very Long (10-30 yr),Rare,1.73,Hedging via carbon market,Open,Plant Operations,OFC-CHN,EU CBAM exposure on exports
CR-02861,Transition-Policy,RCP2.6,Very Long (10-30 yr),Possible,6.86,Site-level adaptation plan,Mitigating,Investor Relations,REG-INT,EU CBAM exposure on exports
CR-02862,Transition-Policy,RCP2.6,Very Long (10-30 yr),Rare,2.31,Vendor diversification programme,Mitigating,Legal & Compliance,PJT-DAT,EU CBAM exposure on exports
CR-02863,Transition-Policy,RCP2.6,Very Long (10-30 yr),Rare,8.25,Vendor diversification programme,Mitigating,Strategy & Planning,FNC-PRC,EU CBAM exposure on exports
CR-02864,Transition-Policy,RCP2.6,Very Long (10-30 yr),Possible,1.78,Customer transition partnership,Open,Legal & Compliance,PCH-VDR,EU CBAM exposure on exports
CR-02865,Transition-Policy,RCP2.6,Very Long (10-30 yr),Rare,3.27,Workforce reskilling programme,Mitigating,Treasury,MKT-B2B,EU CBAM exposure on exports
CR-02866,Transition-Policy,RCP2.6,Very Long (10-30 yr),Rare,5.1,Engineering controls — process,Mitigating,Investor Relations,PJT-CYB,EU CBAM exposure on exports
CR-02867,Transition-Policy,RCP2.6,Very Long (10-30 yr),Possible,0.86,Site-level adaptation plan,Closed,Procurement,FW-IFRS,EU CBAM exposure on exports
CR-02868,Transition-Policy,RCP2.6,Very Long (10-30 yr),Possible,4.06,Customer transition partnership,Mitigating,Treasury,FW-TNFD,EU CBAM exposure on exports
CR-02869,Transition-Policy,RCP2.6,Very Long (10-30 yr),Possible,25.79,Engineering controls — process,Mitigating,Group HR,LOG-TUT,EU CBAM exposure on exports
CR-02870,Transition-Policy,RCP4.5,Short (0-2 yr),Rare,0.84,Capex earmarked in 5-yr plan,Open,Procurement,PJT-CCS,EU CBAM exposure on exports
CR-02871,Transition-Policy,RCP4.5,Short (0-2 yr),Likely,7.16,Site-level adaptation plan,Closed,CRO Office,REG-EST,EU CBAM exposure on exports
CR-02872,Transition-Policy,RCP4.5,Short (0-2 yr),Almost Certain,5.44,Customer transition partnership,Mitigating,Sustainability — Climate,FNC-COM,EU CBAM exposure on exports
CR-02873,Transition-Policy,RCP4.5,Short (0-2 yr),Possible,4.98,Engineering controls — process,Open,Treasury,BIZ-PCK,EU CBAM exposure on exports
CR-02874,Transition-Policy,RCP4.5,Short (0-2 yr),Possible,1.76,Workforce reskilling programme,Closed,Plant Operations,REG-WST,EU CBAM exposure on exports
CR-02875,Transition-Policy,RCP4.5,Short (0-2 yr),Possible,7.84,Vendor diversification programme,Mitigating,Procurement,PJT-BIO,EU CBAM exposure on exports
CR-02876,Transition-Policy,RCP4.5,Short (0-2 yr),Likely,9.48,PPA conversion to renewables,Mitigating,Plant Operations,BIZ-SPC,EU CBAM exposure on exports
CR-02877,Transition-Policy,RCP4.5,Short (0-2 yr),Possible,7.21,Capex earmarked in 5-yr plan,Closed,Strategy & Planning,PJT-WTR,EU CBAM exposure on exports
CR-02878,Transition-Policy,RCP4.5,Medium (2-5 yr),Likely,4.56,Supplier contract pass-through,Mitigating,Group HR,FW-TCFD,EU CBAM exposure on exports
CR-02879,Transition-Policy,RCP4.5,Medium (2-5 yr),Likely,6.61,Hedging via carbon market,Mitigating,EHS Director,FW-SASB,EU CBAM exposure on exports
CR-02880,Transition-Policy,RCP4.5,Medium (2-5 yr),Possible,286.34,Vendor diversification programme,Closed,Procurement,LOG-MNG,EU CBAM exposure on exports
CR-02881,Transition-Policy,RCP4.5,Medium (2-5 yr),Likely,9.2,Insurance coverage expanded,Mitigating,Investor Relations,RSK-DAT,EU CBAM exposure on exports
CR-02882,Transition-Policy,RCP4.5,Medium (2-5 yr),Almost Certain,2.04,PPA conversion to renewables,Mitigating,Investor Relations,MKT-SMB,EU CBAM exposure on exports
CR-02883,Transition-Policy,RCP4.5,Medium (2-5 yr),Possible,0.69,Hedging via carbon market,Mitigating,CRO Office,OFC-BBS,EU CBAM exposure on exports
CR-02884,Transition-Policy,RCP4.5,Medium (2-5 yr),Rare,14.18,Hedging via carbon market,Open,Sustainability — Climate,DST-IND,EU CBAM exposure on exports
CR-02885,Transition-Policy,RCP4.5,Medium (2-5 yr),Rare,6.12,Insurance coverage expanded,Mitigating,Investor Relations,RSK-TRN,EU CBAM exposure on exports
CR-02886,Transition-Policy,RCP4.5,Long (5-10 yr),Rare,7.27,Engineering controls — process,Mitigating,Group HR,RSK-REG,EU CBAM exposure on exports
CR-02887,Transition-Policy,RCP4.5,Long (5-10 yr),Possible,7.86,Vendor diversification programme,Closed,Investor Relations,PCH-HLD,EU CBAM exposure on exports
CR-02888,Transition-Policy,RCP4.5,Long (5-10 yr),Possible,1.03,Workforce reskilling programme,Mitigating,Investor Relations,RSK-SUP,EU CBAM exposure on exports
CR-02889,Transition-Policy,RCP4.5,Long (5-10 yr),Likely,11.79,Capex earmarked in 5-yr plan,Open,Treasury,PJT-NETZ,EU CBAM exposure on exports
CR-02890,Transition-Policy,RCP4.5,Long (5-10 yr),Almost Certain,4.51,Customer transition partnership,Closed,Sustainability — Climate,BIZ-LUB,EU CBAM exposure on exports
CR-02891,Transition-Policy,RCP4.5,Long (5-10 yr),Possible,2.05,Capex earmarked in 5-yr plan,Mitigating,Legal & Compliance,PJT-BIO,EU CBAM exposure on exports
CR-02892,Transition-Policy,RCP4.5,Long (5-10 yr),Likely,2.28,Vendor diversification programme,Closed,Legal & Compliance,PCH-NGT,EU CBAM exposure on exports
CR-02893,Transition-Policy,RCP4.5,Long (5-10 yr),Possible,26.02,Vendor diversification programme,Open,Plant Operations,PJT-SAF,EU CBAM exposure on exports
CR-02894,Transition-Policy,RCP4.5,Very Long (10-30 yr),Possible,22.93,Hedging via carbon market,Open,Legal & Compliance,MKT-DTC,EU CBAM exposure on exports
CR-02895,Transition-Policy,RCP4.5,Very Long (10-30 yr),Possible,4.92,Insurance coverage expanded,Closed,Sustainability — Climate,PCH-GDR,EU CBAM exposure on exports
CR-02896,Transition-Policy,RCP4.5,Very Long (10-30 yr),Almost Certain,5.82,PPA conversion to renewables,Mitigating,Strategy & Planning,FW-SBTI,EU CBAM exposure on exports
CR-02897,Transition-Policy,RCP4.5,Very Long (10-30 yr),Likely,0.5,Insurance coverage expanded,Open,Investor Relations,PJT-CYB,EU CBAM exposure on exports
CR-02898,Transition-Policy,RCP4.5,Very Long (10-30 yr),Possible,53.9,Supplier contract pass-through,Closed,Legal & Compliance,LOG-VSP,EU CBAM exposure on exports
CR-02899,Transition-Policy,RCP4.5,Very Long (10-30 yr),Possible,31.45,Vendor diversification programme,Mitigating,Legal & Compliance,PJT-TAX,EU CBAM exposure on exports
CR-02900,Transition-Policy,RCP4.5,Very Long (10-30 yr),Almost Certain,14.5,Vendor diversification programme,Mitigating,Legal & Compliance,FW-CDPW,EU CBAM exposure on exports
CR-02901,Transition-Policy,RCP4.5,Very Long (10-30 yr),Likely,7.31,Engineering controls — process,Closed,Strategy & Planning,DST-IND,EU CBAM exposure on exports
CR-02902,Transition-Policy,RCP8.5,Short (0-2 yr),Almost Certain,1.03,Hedging via carbon market,Mitigating,Legal & Compliance,DST-IND,EU CBAM exposure on exports
CR-02903,Transition-Policy,RCP8.5,Short (0-2 yr),Likely,44.42,Workforce reskilling programme,Open,CRO Office,REG-NTH,EU CBAM exposure on exports
CR-02904,Transition-Policy,RCP8.5,Short (0-2 yr),Almost Certain,14.64,Customer transition partnership,Closed,Sustainability — Climate,RND-HYD,EU CBAM exposure on exports
CR-02905,Transition-Policy,RCP8.5,Short (0-2 yr),Likely,6.71,Site-level adaptation plan,Closed,Sustainability — Climate,BIZ-PCK,EU CBAM exposure on exports
CR-02906,Transition-Policy,RCP8.5,Short (0-2 yr),Possible,0.97,Site-level adaptation plan,Mitigating,CRO Office,PJT-AUD,EU CBAM exposure on exports
CR-02907,Transition-Policy,RCP8.5,Short (0-2 yr),Rare,13.2,Engineering controls — process,Closed,Procurement,RND-PUN,EU CBAM exposure on exports
CR-02908,Transition-Policy,RCP8.5,Medium (2-5 yr),Rare,36.56,Insurance coverage expanded,Mitigating,EHS Director,FNC-CSR,EU CBAM exposure on exports
CR-02909,Transition-Policy,RCP8.5,Medium (2-5 yr),Likely,17.01,Vendor diversification programme,Mitigating,Legal & Compliance,PCH-JMG,EU CBAM exposure on exports
CR-02910,Transition-Policy,RCP8.5,Medium (2-5 yr),Possible,31.83,PPA conversion to renewables,Mitigating,Plant Operations,OFC-DLH,EU CBAM exposure on exports
CR-02911,Transition-Policy,RCP8.5,Medium (2-5 yr),Possible,12.16,Supplier contract pass-through,Mitigating,Plant Operations,RSK-WTR,EU CBAM exposure on exports
CR-02912,Transition-Policy,RCP8.5,Medium (2-5 yr),Possible,4.17,Customer transition partnership,Mitigating,Legal & Compliance,FW-SASB,EU CBAM exposure on exports
CR-02913,Transition-Policy,RCP8.5,Medium (2-5 yr),Likely,20.03,Workforce reskilling programme,Mitigating,Investor Relations,MKT-B2C,EU CBAM exposure on exports
CR-02914,Transition-Policy,RCP8.5,Medium (2-5 yr),Possible,43.26,Hedging via carbon market,Open,Treasury,PJT-TAX,EU CBAM exposure on exports
CR-02915,Transition-Policy,RCP8.5,Long (5-10 yr),Possible,23.04,Site-level adaptation plan,Mitigating,EHS Director,FNC-LGL,EU CBAM exposure on exports
CR-02916,Transition-Policy,RCP8.5,Long (5-10 yr),Possible,1.51,Supplier contract pass-through,Closed,Procurement,BIZ-PCK,EU CBAM exposure on exports
CR-02917,Transition-Policy,RCP8.5,Long (5-10 yr),Possible,1.45,Engineering controls — process,Mitigating,Group HR,OFC-AMD,EU CBAM exposure on exports
CR-02918,Transition-Policy,RCP8.5,Long (5-10 yr),Rare,19.9,Workforce reskilling programme,Closed,EHS Director,PJT-DIG,EU CBAM exposure on exports
CR-02919,Transition-Policy,RCP8.5,Long (5-10 yr),Likely,2.79,PPA conversion to renewables,Closed,CRO Office,PCH-GDR,EU CBAM exposure on exports
CR-02920,Transition-Policy,RCP8.5,Long (5-10 yr),Possible,3.16,Insurance coverage expanded,Closed,EHS Director,REG-STH,EU CBAM exposure on exports
CR-02921,Transition-Policy,RCP8.5,Very Long (10-30 yr),Likely,3.92,Insurance coverage expanded,Closed,Strategy & Planning,FW-TCFD,EU CBAM exposure on exports
CR-02922,Transition-Policy,RCP8.5,Very Long (10-30 yr),Possible,12.95,PPA conversion to renewables,Mitigating,Investor Relations,FNC-IT,EU CBAM exposure on exports
CR-02923,Transition-Policy,RCP8.5,Very Long (10-30 yr),Possible,1.37,Engineering controls — process,Mitigating,EHS Director,MKT-OEM,EU CBAM exposure on exports
CR-02924,Transition-Policy,RCP8.5,Very Long (10-30 yr),Rare,23.74,PPA conversion to renewables,Mitigating,CRO Office,RSK-REG,EU CBAM exposure on exports
CR-02925,Transition-Policy,RCP8.5,Very Long (10-30 yr),Possible,1.16,Customer transition partnership,Mitigating,EHS Director,MKT-DTC,EU CBAM exposure on exports
CR-02926,Transition-Policy,RCP8.5,Very Long (10-30 yr),Possible,4.39,Capex earmarked in 5-yr plan,Open,Plant Operations,REG-EST,EU CBAM exposure on exports
CR-02927,Transition-Policy,RCP8.5,Very Long (10-30 yr),Almost Certain,1.95,Hedging via carbon market,Closed,Procurement,REG-WST,EU CBAM exposure on exports
