control_id,process,esg_metric_linked,control_owner,test_date,deficiency_flag,remediation_status,sox_section,control_type,frequency,tester,evidence_doc_id,control_objective,business_unit,grc_tool
ICFR-ESG-02085,Materiality Assessment Refresh,G06,Tax,2024-12-15,Significant,In Progress,404,Detective,Weekly,Independent — PwC,AUD-FY24-Q3-002085,Ensure existence of underlying assets and obligations,LOG-MNG,Workiva
ICFR-ESG-02086,Materiality Assessment Refresh,E01,Tax,2025-03-16,None,Not Applicable,404,Detective,Weekly,Self-test (Process Owner),AUD-FY24-Q4-002086,Ensure rights & obligations are properly recognised,PCH-VDR,Workiva
ICFR-ESG-02087,Materiality Assessment Refresh,S06,Tax,2025-06-14,None,Not Applicable,404,Detective,Weekly,Independent — PwC,AUD-FY25-Q1-002087,Ensure proper cut-off of period-end transactions,RSK-WTR,ServiceNow GRC
ICFR-ESG-02088,Materiality Assessment Refresh,E01,Tax,2025-09-24,None,Not Applicable,404,Detective,Weekly,Self-test (Process Owner),AUD-FY25-Q2-002088,Ensure existence of underlying assets and obligations,OFC-CMB,OneTrust
ICFR-ESG-02089,Materiality Assessment Refresh,E14,Tax,2021-06-11,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY21-Q1-002089,Ensure timely and accurate climate disclosure filing,PCH-GDR,OneTrust
ICFR-ESG-02090,Materiality Assessment Refresh,E10,Tax,2021-09-21,Deficiency,In Progress,404,Preventive,Annual,Internal Audit (in-house),AUD-FY21-Q2-002090,Ensure proper cut-off of period-end transactions,PCH-DHJ,AuditBoard
ICFR-ESG-02091,Materiality Assessment Refresh,E10,Tax,2021-12-14,None,Not Applicable,404,Preventive,Annual,Independent — PwC,AUD-FY21-Q3-002091,Ensure timely and accurate climate disclosure filing,RND-HYD,AuditBoard
ICFR-ESG-02092,Materiality Assessment Refresh,G24,Tax,2022-03-27,None,Not Applicable,404,Preventive,Annual,Independent — PwC,AUD-FY21-Q4-002092,Ensure ESG metric calculation conforms to GHG Protocol,FW-IFRS,ServiceNow GRC
ICFR-ESG-02093,Materiality Assessment Refresh,G08,Tax,2022-06-10,None,Not Applicable,404,Preventive,Annual,Independent — PwC,AUD-FY22-Q1-002093,Ensure existence of underlying assets and obligations,RSK-DAT,ServiceNow GRC
ICFR-ESG-02094,Materiality Assessment Refresh,E14,Tax,2022-09-15,Material,In Progress,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY22-Q2-002094,Ensure rights & obligations are properly recognised,RSK-PHY,MetricStream
ICFR-ESG-02095,Materiality Assessment Refresh,E10,Tax,2022-12-21,Deficiency,Open,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY22-Q3-002095,Ensure proper cut-off of period-end transactions,REG-WST,OneTrust
ICFR-ESG-02096,Materiality Assessment Refresh,E14,Tax,2023-03-21,Deficiency,Closed,404,Preventive,Annual,Independent — Deloitte,AUD-FY22-Q4-002096,Ensure accuracy of recorded amounts and disclosures,PJT-BIO,AuditBoard
ICFR-ESG-02097,Materiality Assessment Refresh,S14,Tax,2023-06-15,Material,Open,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY23-Q1-002097,Ensure rights & obligations are properly recognised,RSK-LIT,OneTrust
ICFR-ESG-02098,Materiality Assessment Refresh,G19,Tax,2023-09-05,None,Not Applicable,404,Preventive,Annual,Independent — Deloitte,AUD-FY23-Q2-002098,Ensure accuracy of recorded amounts and disclosures,PJT-DIG,MetricStream
ICFR-ESG-02099,Materiality Assessment Refresh,S14,Tax,2023-12-20,Material,Open,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY23-Q3-002099,Ensure proper classification in financial statements,BIZ-RNW,Workiva
ICFR-ESG-02100,Materiality Assessment Refresh,G24,Tax,2024-03-21,Material,Open,404,Preventive,Annual,Independent — Deloitte,AUD-FY23-Q4-002100,Ensure ESG data lineage and source traceability,PJT-DEI,MetricStream
ICFR-ESG-02101,Materiality Assessment Refresh,G08,Tax,2024-06-24,None,Not Applicable,404,Preventive,Annual,Internal Audit (in-house),AUD-FY24-Q1-002101,Ensure ESG metric calculation conforms to GHG Protocol,FW-IFRS,ServiceNow GRC
ICFR-ESG-02102,Materiality Assessment Refresh,E10,Tax,2024-09-07,None,Not Applicable,404,Preventive,Annual,Independent — PwC,AUD-FY24-Q2-002102,Ensure proper cut-off of period-end transactions,RND-PUN,AuditBoard
ICFR-ESG-02103,Materiality Assessment Refresh,G08,Tax,2024-12-25,None,Not Applicable,404,Preventive,Annual,Self-test (Process Owner),AUD-FY24-Q3-002103,Ensure existence of underlying assets and obligations,HQ,Workiva
ICFR-ESG-02104,Materiality Assessment Refresh,G19,Tax,2025-03-06,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY24-Q4-002104,Ensure completeness of recorded transactions in the period,RSK-BIO,MetricStream
ICFR-ESG-02105,Materiality Assessment Refresh,E10,Tax,2025-06-13,None,Not Applicable,404,Preventive,Annual,Self-test (Process Owner),AUD-FY25-Q1-002105,Ensure accuracy of recorded amounts and disclosures,PJT-NETZ,Workiva
ICFR-ESG-02106,Materiality Assessment Refresh,G19,Tax,2025-09-28,Material,In Progress,404,Preventive,Annual,Internal Audit (in-house),AUD-FY25-Q2-002106,Ensure rights & obligations are properly recognised,PJT-COM,MetricStream
ICFR-F-02107,Treasury & Cash Management,,Internal Audit,2021-06-25,None,Not Applicable,404,Preventive,Daily,Internal Audit (in-house),AUD-FY21-Q1-002107,Ensure proper classification in financial statements,PJT-TAX,Workiva
ICFR-F-02108,Treasury & Cash Management,,Internal Audit,2021-09-14,Material,Open,404,Preventive,Daily,Self-test (Process Owner),AUD-FY21-Q2-002108,Ensure proper authorisation of journal entries and adjustments,PJT-DEI,OneTrust
ICFR-F-02109,Treasury & Cash Management,,Internal Audit,2021-12-05,None,Not Applicable,404,Preventive,Daily,Internal Audit (co-source — KPMG),AUD-FY21-Q3-002109,Ensure existence of underlying assets and obligations,MKT-SMB,Workiva
ICFR-F-02110,Treasury & Cash Management,,Internal Audit,2022-03-15,Deficiency,Tested — Passed,404,Preventive,Daily,Independent — Deloitte,AUD-FY21-Q4-002110,Ensure timely and accurate climate disclosure filing,PJT-CCS,ServiceNow GRC
ICFR-F-02111,Treasury & Cash Management,,Internal Audit,2022-06-22,None,Not Applicable,404,Preventive,Daily,Independent — PwC,AUD-FY22-Q1-002111,Ensure ESG data lineage and source traceability,PCH-GDR,Workiva
ICFR-F-02112,Treasury & Cash Management,,Internal Audit,2022-09-18,None,Not Applicable,404,Preventive,Daily,Independent — PwC,AUD-FY22-Q2-002112,Ensure proper authorisation of journal entries and adjustments,FW-BRSR,MetricStream
ICFR-F-02113,Treasury & Cash Management,,Internal Audit,2022-12-08,None,Not Applicable,404,Preventive,Daily,Internal Audit (in-house),AUD-FY22-Q3-002113,Ensure rights & obligations are properly recognised,REG-STH,MetricStream
ICFR-F-02114,Treasury & Cash Management,,Internal Audit,2023-03-21,None,Not Applicable,404,Preventive,Daily,Internal Audit (co-source — EY),AUD-FY22-Q4-002114,Ensure completeness of recorded transactions in the period,PCH-JMG,ServiceNow GRC
ICFR-F-02115,Treasury & Cash Management,,Internal Audit,2023-06-25,Deficiency,Tested — Passed,404,Preventive,Daily,Independent — PwC,AUD-FY23-Q1-002115,Ensure timely and accurate climate disclosure filing,BIZ-RNW,OneTrust
ICFR-F-02116,Treasury & Cash Management,,Internal Audit,2023-09-05,Significant,Closed,404,Preventive,Daily,Independent — PwC,AUD-FY23-Q2-002116,Ensure timely and accurate climate disclosure filing,LOG-VSP,AuditBoard
ICFR-F-02117,Treasury & Cash Management,,Internal Audit,2023-12-15,Significant,In Progress,404,Preventive,Daily,Internal Audit (co-source — EY),AUD-FY23-Q3-002117,Ensure ESG data lineage and source traceability,MKT-DST,ServiceNow GRC
ICFR-F-02118,Treasury & Cash Management,,Internal Audit,2024-03-20,Deficiency,In Progress,404,Preventive,Daily,Internal Audit (co-source — EY),AUD-FY23-Q4-002118,Ensure proper classification in financial statements,FNC-HRM,ServiceNow GRC
ICFR-F-02119,Treasury & Cash Management,,Internal Audit,2024-06-21,None,Not Applicable,404,Preventive,Daily,Internal Audit (in-house),AUD-FY24-Q1-002119,Ensure proper authorisation of journal entries and adjustments,FW-SASB,OneTrust
ICFR-F-02120,Treasury & Cash Management,,Internal Audit,2024-09-16,Deficiency,Tested — Passed,404,Preventive,Daily,Independent — Deloitte,AUD-FY24-Q2-002120,Ensure proper authorisation of journal entries and adjustments,FW-IFRS,MetricStream
ICFR-F-02121,Treasury & Cash Management,,Internal Audit,2024-12-10,None,Not Applicable,404,Preventive,Daily,Internal Audit (co-source — KPMG),AUD-FY24-Q3-002121,Ensure accuracy of recorded amounts and disclosures,OFC-DLH,AuditBoard
ICFR-F-02122,Treasury & Cash Management,,Internal Audit,2025-03-05,Significant,Re-test Required,404,Preventive,Daily,Independent — PwC,AUD-FY24-Q4-002122,Ensure proper classification in financial statements,MKT-B2C,MetricStream
ICFR-F-02123,Treasury & Cash Management,,Internal Audit,2025-06-23,Significant,Re-test Required,404,Preventive,Daily,Internal Audit (co-source — EY),AUD-FY25-Q1-002123,Ensure completeness of recorded transactions in the period,FW-BRSR,Workiva
ICFR-F-02124,Treasury & Cash Management,,Internal Audit,2025-09-12,Material,Open,404,Preventive,Daily,Independent — PwC,AUD-FY25-Q2-002124,Ensure proper cut-off of period-end transactions,PJT-WTR,AuditBoard
ICFR-F-02125,Treasury & Cash Management,,ESG Reporting,2021-06-20,None,Not Applicable,404,Preventive,Weekly,Internal Audit (in-house),AUD-FY21-Q1-002125,Ensure proper classification in financial statements,FNC-COR,AuditBoard
ICFR-F-02126,Treasury & Cash Management,,ESG Reporting,2021-09-19,Material,Open,404,Preventive,Weekly,Independent — Deloitte,AUD-FY21-Q2-002126,Ensure proper cut-off of period-end transactions,RND-HYD,AuditBoard
ICFR-F-02127,Treasury & Cash Management,,ESG Reporting,2021-12-09,None,Not Applicable,404,Preventive,Weekly,Independent — PwC,AUD-FY21-Q3-002127,Ensure ESG metric calculation conforms to GHG Protocol,RSK-LIT,OneTrust
ICFR-F-02128,Treasury & Cash Management,,ESG Reporting,2022-03-28,None,Not Applicable,404,Preventive,Weekly,Internal Audit (in-house),AUD-FY21-Q4-002128,Ensure rights & obligations are properly recognised,LOG-TUT,MetricStream
ICFR-F-02129,Treasury & Cash Management,,ESG Reporting,2022-06-23,None,Not Applicable,404,Preventive,Weekly,Internal Audit (co-source — EY),AUD-FY22-Q1-002129,Ensure ESG metric calculation conforms to GHG Protocol,BIZ-SPC,MetricStream
ICFR-F-02130,Treasury & Cash Management,,ESG Reporting,2022-09-07,None,Not Applicable,404,Preventive,Weekly,Self-test (Process Owner),AUD-FY22-Q2-002130,Ensure proper cut-off of period-end transactions,PJT-SAF,OneTrust
ICFR-F-02131,Treasury & Cash Management,,ESG Reporting,2022-12-26,None,Not Applicable,404,Preventive,Weekly,Internal Audit (co-source — EY),AUD-FY22-Q3-002131,Ensure rights & obligations are properly recognised,DST-KOL,MetricStream
ICFR-F-02132,Treasury & Cash Management,,ESG Reporting,2023-03-22,Deficiency,In Progress,404,Preventive,Weekly,Internal Audit (co-source — EY),AUD-FY22-Q4-002132,Ensure proper cut-off of period-end transactions,MKT-B2B,AuditBoard
ICFR-F-02133,Treasury & Cash Management,,ESG Reporting,2023-06-26,None,Not Applicable,404,Preventive,Weekly,Internal Audit (in-house),AUD-FY23-Q1-002133,Ensure accuracy of recorded amounts and disclosures,RSK-BIO,ServiceNow GRC
ICFR-F-02134,Treasury & Cash Management,,ESG Reporting,2023-09-12,None,Not Applicable,404,Preventive,Weekly,Internal Audit (in-house),AUD-FY23-Q2-002134,Ensure timely and accurate climate disclosure filing,FW-TCFD,OneTrust
ICFR-F-02135,Treasury & Cash Management,,ESG Reporting,2023-12-09,Deficiency,Open,404,Preventive,Weekly,Independent — Deloitte,AUD-FY23-Q3-002135,Ensure completeness of recorded transactions in the period,DST-IND,ServiceNow GRC
ICFR-F-02136,Treasury & Cash Management,,ESG Reporting,2024-03-13,Significant,Closed,404,Preventive,Weekly,Internal Audit (co-source — EY),AUD-FY23-Q4-002136,Ensure timely and accurate climate disclosure filing,FNC-PRC,ServiceNow GRC
ICFR-F-02137,Treasury & Cash Management,,ESG Reporting,2024-06-14,Significant,In Progress,404,Preventive,Weekly,Internal Audit (in-house),AUD-FY24-Q1-002137,Ensure timely and accurate climate disclosure filing,RSK-CYB,Workiva
ICFR-F-02138,Treasury & Cash Management,,ESG Reporting,2024-09-22,None,Not Applicable,404,Preventive,Weekly,Internal Audit (in-house),AUD-FY24-Q2-002138,Ensure proper authorisation of journal entries and adjustments,PJT-TAX,ServiceNow GRC
ICFR-F-02139,Treasury & Cash Management,,ESG Reporting,2024-12-23,Deficiency,Open,404,Preventive,Weekly,Internal Audit (co-source — EY),AUD-FY24-Q3-002139,Ensure proper authorisation of journal entries and adjustments,FNC-HRM,MetricStream
ICFR-F-02140,Treasury & Cash Management,,ESG Reporting,2025-03-11,None,Not Applicable,404,Preventive,Weekly,Internal Audit (co-source — EY),AUD-FY24-Q4-002140,Ensure accuracy of recorded amounts and disclosures,FW-SASB,OneTrust
ICFR-F-02141,Treasury & Cash Management,,ESG Reporting,2025-06-12,Material,Open,404,Preventive,Weekly,Internal Audit (co-source — KPMG),AUD-FY25-Q1-002141,Ensure ESG data lineage and source traceability,FNC-COM,AuditBoard
ICFR-F-02142,Treasury & Cash Management,,ESG Reporting,2025-09-27,Significant,Closed,404,Preventive,Weekly,Independent — Deloitte,AUD-FY25-Q2-002142,Ensure ESG data lineage and source traceability,RND-PUN,AuditBoard
ICFR-F-02143,Treasury & Cash Management,,Legal & Compliance,2021-06-07,None,Not Applicable,404,Detective,Quarterly,Internal Audit (in-house),AUD-FY21-Q1-002143,Ensure rights & obligations are properly recognised,FW-CDP,Workiva
ICFR-F-02144,Treasury & Cash Management,,Legal & Compliance,2021-09-25,None,Not Applicable,404,Detective,Quarterly,Self-test (Process Owner),AUD-FY21-Q2-002144,Ensure rights & obligations are properly recognised,PJT-DAT,Workiva
ICFR-F-02145,Treasury & Cash Management,,Legal & Compliance,2021-12-27,Material,In Progress,404,Detective,Quarterly,Internal Audit (in-house),AUD-FY21-Q3-002145,Ensure existence of underlying assets and obligations,FNC-CSR,MetricStream
ICFR-F-02146,Treasury & Cash Management,,Legal & Compliance,2022-03-16,None,Not Applicable,404,Detective,Quarterly,Self-test (Process Owner),AUD-FY21-Q4-002146,Ensure existence of underlying assets and obligations,PJT-WHB,ServiceNow GRC
ICFR-F-02147,Treasury & Cash Management,,Legal & Compliance,2022-06-12,Deficiency,In Progress,404,Detective,Quarterly,Independent — Deloitte,AUD-FY22-Q1-002147,Ensure timely and accurate climate disclosure filing,PJT-WTR,MetricStream
ICFR-F-02148,Treasury & Cash Management,,Legal & Compliance,2022-09-06,None,Not Applicable,404,Detective,Quarterly,Internal Audit (in-house),AUD-FY22-Q2-002148,Ensure proper cut-off of period-end transactions,FNC-COR,MetricStream
ICFR-F-02149,Treasury & Cash Management,,Legal & Compliance,2022-12-21,Deficiency,Tested — Passed,404,Detective,Quarterly,Internal Audit (in-house),AUD-FY22-Q3-002149,Ensure ESG data lineage and source traceability,PJT-HRT,AuditBoard
ICFR-F-02150,Treasury & Cash Management,,Legal & Compliance,2023-03-17,Material,Open,404,Detective,Quarterly,Self-test (Process Owner),AUD-FY22-Q4-002150,Ensure ESG metric calculation conforms to GHG Protocol,FW-CDP,MetricStream
ICFR-F-02151,Treasury & Cash Management,,Legal & Compliance,2023-06-12,None,Not Applicable,404,Detective,Quarterly,Internal Audit (co-source — KPMG),AUD-FY23-Q1-002151,Ensure existence of underlying assets and obligations,FNC-HRM,Workiva
ICFR-F-02152,Treasury & Cash Management,,Legal & Compliance,2023-09-14,None,Not Applicable,404,Detective,Quarterly,Independent — PwC,AUD-FY23-Q2-002152,Ensure rights & obligations are properly recognised,PCH-GDR,Workiva
ICFR-F-02153,Treasury & Cash Management,,Legal & Compliance,2023-12-23,Significant,Tested — Failed,404,Detective,Quarterly,Internal Audit (co-source — KPMG),AUD-FY23-Q3-002153,Ensure proper authorisation of journal entries and adjustments,PJT-NETZ,AuditBoard
ICFR-F-02154,Treasury & Cash Management,,Legal & Compliance,2024-03-06,Material,Open,404,Detective,Quarterly,Internal Audit (co-source — EY),AUD-FY23-Q4-002154,Ensure accuracy of recorded amounts and disclosures,REF-HZR,ServiceNow GRC
ICFR-F-02155,Treasury & Cash Management,,Legal & Compliance,2024-06-11,Deficiency,Closed,404,Detective,Quarterly,Independent — PwC,AUD-FY24-Q1-002155,Ensure proper cut-off of period-end transactions,MKT-DTC,Workiva
ICFR-F-02156,Treasury & Cash Management,,Legal & Compliance,2024-09-28,None,Not Applicable,404,Detective,Quarterly,Independent — PwC,AUD-FY24-Q2-002156,Ensure proper classification in financial statements,RSK-BIO,MetricStream
ICFR-F-02157,Treasury & Cash Management,,Legal & Compliance,2024-12-13,Material,Re-test Required,404,Detective,Quarterly,Internal Audit (co-source — EY),AUD-FY24-Q3-002157,Ensure rights & obligations are properly recognised,PJT-WTR,ServiceNow GRC
ICFR-F-02158,Treasury & Cash Management,,Legal & Compliance,2025-03-19,Deficiency,Open,404,Detective,Quarterly,Independent — Deloitte,AUD-FY24-Q4-002158,Ensure proper classification in financial statements,MKT-EXP,ServiceNow GRC
ICFR-F-02159,Treasury & Cash Management,,Legal & Compliance,2025-06-16,None,Not Applicable,404,Detective,Quarterly,Self-test (Process Owner),AUD-FY25-Q1-002159,Ensure completeness of recorded transactions in the period,FW-BRSR,ServiceNow GRC
ICFR-F-02160,Treasury & Cash Management,,Legal & Compliance,2025-09-18,Deficiency,Open,404,Detective,Quarterly,Internal Audit (in-house),AUD-FY25-Q2-002160,Ensure accuracy of recorded amounts and disclosures,PJT-DIG,MetricStream
ICFR-F-02161,Treasury & Cash Management,,EHS,2021-06-21,None,Not Applicable,404,Preventive,Annual,Independent — PwC,AUD-FY21-Q1-002161,Ensure proper classification in financial statements,PJT-DEI,OneTrust
ICFR-F-02162,Treasury & Cash Management,,EHS,2021-09-13,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY21-Q2-002162,Ensure ESG data lineage and source traceability,REF-HZR,AuditBoard
