year,quarter,scope,category,subcategory,facility,facility_type,emissions_tco2e,unit,source,methodology,verified_by,confidence
2020,Q3,Scope 2,Purchased Steam,Industrial Utilities,Coimbatore Office,Office,82.94,tCO2e,Coimbatore Office — Steam supply contract,IPCC 2006 Tier-2,BSI (limited),0.96
2020,Q3,Scope 3,Business Travel,"Air, Hotel & Rail",Coimbatore Office,Office,33.816,tCO2e,Coimbatore Office — Concur travel exports,GLEC Framework 3.0,DNV (limited),0.86
2020,Q3,Scope 3,Employee Commuting,Commuter Survey-derived,Coimbatore Office,Office,53.649,tCO2e,Coimbatore Office — Annual commuter survey,IPCC 2006 Tier-3,TUV Nord (limited),0.9
2020,Q3,Scope 3,Purchased Goods,Raw & Packaging,Coimbatore Office,Office,229.04,tCO2e,Coimbatore Office — Supplier invoice EEIO,IPCC 2006 Tier-1,Internal — EHS team,0.96
2020,Q3,Scope 3,Logistics & Transport,Inbound & Outbound,Coimbatore Office,Office,110.682,tCO2e,Coimbatore Office — 3PL freight ledgers,API Compendium 2009,DNV (limited),0.79
2020,Q3,Scope 3,Capital Goods,"Plant, Equipment, Build",Coimbatore Office,Office,83.773,tCO2e,Coimbatore Office — Project capex registers,DEFRA UK 2024,DNV (limited),0.87
2020,Q3,Scope 3,End-of-life Treatment,Plastics & Hazardous,Coimbatore Office,Office,77.746,tCO2e,Coimbatore Office — Waste contractor data,IPCC 2006 Tier-1,BSI (limited),0.82
2020,Q3,Scope 1,Stationary Combustion,Boilers & Furnaces,Bhubaneswar Office,Office,345.86,tCO2e,Bhubaneswar Office — Boiler & furnace fuel logs,DEFRA UK 2024,DNV (limited),0.83
2020,Q3,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Bhubaneswar Office,Office,96.566,tCO2e,Bhubaneswar Office — Fleet fuel cards,DEFRA UK 2024,TUV Nord (limited),0.87
2020,Q3,Scope 1,Process Emissions,Reformers & Crackers,Bhubaneswar Office,Office,277.331,tCO2e,Bhubaneswar Office — Process mass balance,GLEC Framework 3.0,DNV (limited),0.92
2020,Q3,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Bhubaneswar Office,Office,77.627,tCO2e,Bhubaneswar Office — LDAR programme,GHG Protocol Cross-Sector,DNV (limited),0.88
2020,Q3,Scope 2,Purchased Electricity,Grid + PPA,Bhubaneswar Office,Office,382.781,tCO2e,Bhubaneswar Office — DISCOM utility bills,DEFRA UK 2024,DNV (limited),0.87
2020,Q3,Scope 2,Purchased Steam,Industrial Utilities,Bhubaneswar Office,Office,78.582,tCO2e,Bhubaneswar Office — Steam supply contract,DEFRA UK 2024,,0.9
2020,Q3,Scope 3,Business Travel,"Air, Hotel & Rail",Bhubaneswar Office,Office,39.443,tCO2e,Bhubaneswar Office — Concur travel exports,IPCC 2006 Tier-3,TUV Nord (limited),0.81
2020,Q3,Scope 3,Employee Commuting,Commuter Survey-derived,Bhubaneswar Office,Office,44.544,tCO2e,Bhubaneswar Office — Annual commuter survey,CEA Grid Factor v20.0,DNV (limited),0.94
2020,Q3,Scope 3,Purchased Goods,Raw & Packaging,Bhubaneswar Office,Office,210.207,tCO2e,Bhubaneswar Office — Supplier invoice EEIO,IPCC 2006 Tier-3,BSI (limited),0.82
2020,Q3,Scope 3,Logistics & Transport,Inbound & Outbound,Bhubaneswar Office,Office,112.836,tCO2e,Bhubaneswar Office — 3PL freight ledgers,GLEC Framework 3.0,DNV (limited),0.79
2020,Q3,Scope 3,Capital Goods,"Plant, Equipment, Build",Bhubaneswar Office,Office,81.779,tCO2e,Bhubaneswar Office — Project capex registers,API Compendium 2009,Internal — EHS team,0.96
2020,Q3,Scope 3,End-of-life Treatment,Plastics & Hazardous,Bhubaneswar Office,Office,83.207,tCO2e,Bhubaneswar Office — Waste contractor data,API Compendium 2009,,0.95
2020,Q3,Scope 1,Stationary Combustion,Boilers & Furnaces,Jaipur Office,Office,282.833,tCO2e,Jaipur Office — Boiler & furnace fuel logs,CEA Grid Factor v20.0,ERM (reasonable),0.95
2020,Q3,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Jaipur Office,Office,100.661,tCO2e,Jaipur Office — Fleet fuel cards,GHG Protocol Cross-Sector,TUV Nord (limited),0.85
2020,Q3,Scope 1,Process Emissions,Reformers & Crackers,Jaipur Office,Office,296.197,tCO2e,Jaipur Office — Process mass balance,DEFRA UK 2024,ERM (reasonable),0.82
2020,Q3,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Jaipur Office,Office,72.194,tCO2e,Jaipur Office — LDAR programme,GLEC Framework 3.0,Internal — EHS team,0.93
2020,Q3,Scope 2,Purchased Electricity,Grid + PPA,Jaipur Office,Office,321.597,tCO2e,Jaipur Office — DISCOM utility bills,EPA Emission Factors Hub 2024,TUV Nord (reasonable),0.91
2020,Q3,Scope 2,Purchased Steam,Industrial Utilities,Jaipur Office,Office,71.835,tCO2e,Jaipur Office — Steam supply contract,EPA Emission Factors Hub 2024,TUV Nord (limited),0.81
2020,Q3,Scope 3,Business Travel,"Air, Hotel & Rail",Jaipur Office,Office,34.829,tCO2e,Jaipur Office — Concur travel exports,DEFRA UK 2024,Internal — EHS team,0.83
2020,Q3,Scope 3,Employee Commuting,Commuter Survey-derived,Jaipur Office,Office,54.357,tCO2e,Jaipur Office — Annual commuter survey,IPCC 2006 Tier-2,,0.83
2020,Q3,Scope 3,Purchased Goods,Raw & Packaging,Jaipur Office,Office,227.282,tCO2e,Jaipur Office — Supplier invoice EEIO,API Compendium 2009,TUV Nord (reasonable),0.86
2020,Q3,Scope 3,Logistics & Transport,Inbound & Outbound,Jaipur Office,Office,145.634,tCO2e,Jaipur Office — 3PL freight ledgers,API Compendium 2009,BSI (limited),0.84
2020,Q3,Scope 3,Capital Goods,"Plant, Equipment, Build",Jaipur Office,Office,73.031,tCO2e,Jaipur Office — Project capex registers,DEFRA UK 2024,Internal — EHS team,0.81
2020,Q3,Scope 3,End-of-life Treatment,Plastics & Hazardous,Jaipur Office,Office,70.199,tCO2e,Jaipur Office — Waste contractor data,IPCC 2006 Tier-2,,0.81
2020,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Mumbai HQ,Office,537.952,tCO2e,Mumbai HQ — Boiler & furnace fuel logs,IPCC 2006 Tier-2,Internal — EHS team,0.86
2020,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Mumbai HQ,Office,168.535,tCO2e,Mumbai HQ — Fleet fuel cards,DEFRA UK 2024,ERM (reasonable),0.85
2020,Q4,Scope 1,Process Emissions,Reformers & Crackers,Mumbai HQ,Office,469.325,tCO2e,Mumbai HQ — Process mass balance,GLEC Framework 3.0,Internal — EHS team,0.88
2020,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Mumbai HQ,Office,118.172,tCO2e,Mumbai HQ — LDAR programme,IPCC 2006 Tier-2,,0.88
2020,Q4,Scope 2,Purchased Electricity,Grid + PPA,Mumbai HQ,Office,523.302,tCO2e,Mumbai HQ — DISCOM utility bills,IPCC 2006 Tier-1,,0.89
2020,Q4,Scope 2,Purchased Steam,Industrial Utilities,Mumbai HQ,Office,112.373,tCO2e,Mumbai HQ — Steam supply contract,CEA Grid Factor v20.0,Internal — EHS team,0.85
2020,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Mumbai HQ,Office,60.68,tCO2e,Mumbai HQ — Concur travel exports,IPCC 2006 Tier-2,BSI (limited),0.86
2020,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Mumbai HQ,Office,76.25,tCO2e,Mumbai HQ — Annual commuter survey,IPCC 2006 Tier-3,BSI (limited),0.94
2020,Q4,Scope 3,Purchased Goods,Raw & Packaging,Mumbai HQ,Office,337.832,tCO2e,Mumbai HQ — Supplier invoice EEIO,IPCC 2006 Tier-1,BSI (limited),0.84
2020,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Mumbai HQ,Office,170.205,tCO2e,Mumbai HQ — 3PL freight ledgers,GHG Protocol Cross-Sector,DNV (limited),0.81
2020,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Mumbai HQ,Office,111.35,tCO2e,Mumbai HQ — Project capex registers,EPA Emission Factors Hub 2024,TUV Nord (reasonable),0.89
2020,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Mumbai HQ,Office,125.941,tCO2e,Mumbai HQ — Waste contractor data,CEA Grid Factor v20.0,Internal — EHS team,0.85
2020,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Hazira Refinery,Refinery,4857.248,tCO2e,Hazira Refinery — Boiler & furnace fuel logs,EPA Emission Factors Hub 2024,TUV Nord (reasonable),0.8
2020,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Hazira Refinery,Refinery,1704.42,tCO2e,Hazira Refinery — Fleet fuel cards,EPA Emission Factors Hub 2024,BSI (limited),0.94
2020,Q4,Scope 1,Process Emissions,Reformers & Crackers,Hazira Refinery,Refinery,4050.91,tCO2e,Hazira Refinery — Process mass balance,IPCC 2006 Tier-3,BSI (limited),0.93
2020,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Hazira Refinery,Refinery,1257.323,tCO2e,Hazira Refinery — LDAR programme,API Compendium 2009,BSI (limited),0.94
2020,Q4,Scope 2,Purchased Electricity,Grid + PPA,Hazira Refinery,Refinery,5766.122,tCO2e,Hazira Refinery — DISCOM utility bills,EPA Emission Factors Hub 2024,ERM (reasonable),0.79
2020,Q4,Scope 2,Purchased Steam,Industrial Utilities,Hazira Refinery,Refinery,980.178,tCO2e,Hazira Refinery — Steam supply contract,API Compendium 2009,ERM (reasonable),0.97
2020,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Hazira Refinery,Refinery,539.596,tCO2e,Hazira Refinery — Concur travel exports,GLEC Framework 3.0,,0.95
2020,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Hazira Refinery,Refinery,852.878,tCO2e,Hazira Refinery — Annual commuter survey,IPCC 2006 Tier-3,DNV (limited),0.88
2020,Q4,Scope 3,Purchased Goods,Raw & Packaging,Hazira Refinery,Refinery,3278.828,tCO2e,Hazira Refinery — Supplier invoice EEIO,IPCC 2006 Tier-3,,0.84
2020,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Hazira Refinery,Refinery,1778.122,tCO2e,Hazira Refinery — 3PL freight ledgers,IPCC 2006 Tier-3,ERM (reasonable),0.78
2020,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Hazira Refinery,Refinery,1259.33,tCO2e,Hazira Refinery — Project capex registers,DEFRA UK 2024,Internal — EHS team,0.92
2020,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Hazira Refinery,Refinery,1287.606,tCO2e,Hazira Refinery — Waste contractor data,IPCC 2006 Tier-3,BSI (limited),0.92
2020,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Jamnagar Polymer Plant,Petchem,5093.4,tCO2e,Jamnagar Polymer Plant — Boiler & furnace fuel logs,GLEC Framework 3.0,Internal — EHS team,0.8
2020,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Jamnagar Polymer Plant,Petchem,1584.536,tCO2e,Jamnagar Polymer Plant — Fleet fuel cards,EPA Emission Factors Hub 2024,ERM (reasonable),0.94
2020,Q4,Scope 1,Process Emissions,Reformers & Crackers,Jamnagar Polymer Plant,Petchem,3387.46,tCO2e,Jamnagar Polymer Plant — Process mass balance,GLEC Framework 3.0,TUV Nord (limited),0.93
2020,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Jamnagar Polymer Plant,Petchem,878.746,tCO2e,Jamnagar Polymer Plant — LDAR programme,IPCC 2006 Tier-1,Internal — EHS team,0.87
2020,Q4,Scope 2,Purchased Electricity,Grid + PPA,Jamnagar Polymer Plant,Petchem,4919.752,tCO2e,Jamnagar Polymer Plant — DISCOM utility bills,IPCC 2006 Tier-3,TUV Nord (limited),0.79
2020,Q4,Scope 2,Purchased Steam,Industrial Utilities,Jamnagar Polymer Plant,Petchem,1106.99,tCO2e,Jamnagar Polymer Plant — Steam supply contract,GHG Protocol Cross-Sector,,0.86
2020,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Jamnagar Polymer Plant,Petchem,521.704,tCO2e,Jamnagar Polymer Plant — Concur travel exports,API Compendium 2009,,0.84
2020,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Jamnagar Polymer Plant,Petchem,791.244,tCO2e,Jamnagar Polymer Plant — Annual commuter survey,DEFRA UK 2024,,0.86
2020,Q4,Scope 3,Purchased Goods,Raw & Packaging,Jamnagar Polymer Plant,Petchem,2431.354,tCO2e,Jamnagar Polymer Plant — Supplier invoice EEIO,API Compendium 2009,,0.82
2020,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Jamnagar Polymer Plant,Petchem,1430.796,tCO2e,Jamnagar Polymer Plant — 3PL freight ledgers,EPA Emission Factors Hub 2024,ERM (reasonable),0.86
2020,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Jamnagar Polymer Plant,Petchem,1030.695,tCO2e,Jamnagar Polymer Plant — Project capex registers,IPCC 2006 Tier-1,BSI (limited),0.88
2020,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Jamnagar Polymer Plant,Petchem,1077.226,tCO2e,Jamnagar Polymer Plant — Waste contractor data,IPCC 2006 Tier-3,Internal — EHS team,0.82
2020,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Vadodara Chemicals,Petchem,2984.159,tCO2e,Vadodara Chemicals — Boiler & furnace fuel logs,API Compendium 2009,Internal — EHS team,0.82
2020,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Vadodara Chemicals,Petchem,807.237,tCO2e,Vadodara Chemicals — Fleet fuel cards,DEFRA UK 2024,Internal — EHS team,0.86
2020,Q4,Scope 1,Process Emissions,Reformers & Crackers,Vadodara Chemicals,Petchem,2268.56,tCO2e,Vadodara Chemicals — Process mass balance,IPCC 2006 Tier-3,TUV Nord (reasonable),0.88
2020,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Vadodara Chemicals,Petchem,580.332,tCO2e,Vadodara Chemicals — LDAR programme,IPCC 2006 Tier-2,DNV (limited),0.83
2020,Q4,Scope 2,Purchased Electricity,Grid + PPA,Vadodara Chemicals,Petchem,3426.842,tCO2e,Vadodara Chemicals — DISCOM utility bills,IPCC 2006 Tier-3,Internal — EHS team,0.95
2020,Q4,Scope 2,Purchased Steam,Industrial Utilities,Vadodara Chemicals,Petchem,618.629,tCO2e,Vadodara Chemicals — Steam supply contract,GLEC Framework 3.0,BSI (limited),0.84
2020,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Vadodara Chemicals,Petchem,300.593,tCO2e,Vadodara Chemicals — Concur travel exports,CEA Grid Factor v20.0,TUV Nord (limited),0.85
2020,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Vadodara Chemicals,Petchem,398.761,tCO2e,Vadodara Chemicals — Annual commuter survey,IPCC 2006 Tier-3,Internal — EHS team,0.94
2020,Q4,Scope 3,Purchased Goods,Raw & Packaging,Vadodara Chemicals,Petchem,1549.258,tCO2e,Vadodara Chemicals — Supplier invoice EEIO,IPCC 2006 Tier-2,DNV (limited),0.82
2020,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Vadodara Chemicals,Petchem,1139.236,tCO2e,Vadodara Chemicals — 3PL freight ledgers,IPCC 2006 Tier-1,,0.89
2020,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Vadodara Chemicals,Petchem,595.571,tCO2e,Vadodara Chemicals — Project capex registers,GHG Protocol Cross-Sector,TUV Nord (reasonable),0.79
2020,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Vadodara Chemicals,Petchem,546.013,tCO2e,Vadodara Chemicals — Waste contractor data,EPA Emission Factors Hub 2024,Internal — EHS team,0.79
2020,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Paradip Plant,Petchem,2008.65,tCO2e,Paradip Plant — Boiler & furnace fuel logs,IPCC 2006 Tier-1,BSI (limited),0.94
2020,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Paradip Plant,Petchem,935.738,tCO2e,Paradip Plant — Fleet fuel cards,DEFRA UK 2024,,0.81
2020,Q4,Scope 1,Process Emissions,Reformers & Crackers,Paradip Plant,Petchem,2528.949,tCO2e,Paradip Plant — Process mass balance,IPCC 2006 Tier-3,,0.92
2020,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Paradip Plant,Petchem,533.956,tCO2e,Paradip Plant — LDAR programme,IPCC 2006 Tier-3,BSI (limited),0.9
2020,Q4,Scope 2,Purchased Electricity,Grid + PPA,Paradip Plant,Petchem,3108.795,tCO2e,Paradip Plant — DISCOM utility bills,CEA Grid Factor v20.0,TUV Nord (reasonable),0.88
2020,Q4,Scope 2,Purchased Steam,Industrial Utilities,Paradip Plant,Petchem,545.038,tCO2e,Paradip Plant — Steam supply contract,CEA Grid Factor v20.0,Internal — EHS team,0.85
2020,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Paradip Plant,Petchem,314.379,tCO2e,Paradip Plant — Concur travel exports,GLEC Framework 3.0,Internal — EHS team,0.93
2020,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Paradip Plant,Petchem,392.59,tCO2e,Paradip Plant — Annual commuter survey,GLEC Framework 3.0,ERM (reasonable),0.91
2020,Q4,Scope 3,Purchased Goods,Raw & Packaging,Paradip Plant,Petchem,1678.273,tCO2e,Paradip Plant — Supplier invoice EEIO,CEA Grid Factor v20.0,Internal — EHS team,0.86
2020,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Paradip Plant,Petchem,1066.615,tCO2e,Paradip Plant — 3PL freight ledgers,DEFRA UK 2024,Internal — EHS team,0.89
2020,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Paradip Plant,Petchem,571.087,tCO2e,Paradip Plant — Project capex registers,GHG Protocol Cross-Sector,BSI (limited),0.79
2020,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Paradip Plant,Petchem,460.39,tCO2e,Paradip Plant — Waste contractor data,IPCC 2006 Tier-2,TUV Nord (reasonable),0.91
2020,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Haldia Petchem,Petchem,2254.532,tCO2e,Haldia Petchem — Boiler & furnace fuel logs,GHG Protocol Cross-Sector,TUV Nord (reasonable),0.95
2020,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Haldia Petchem,Petchem,725.475,tCO2e,Haldia Petchem — Fleet fuel cards,DEFRA UK 2024,TUV Nord (reasonable),0.82
2020,Q4,Scope 1,Process Emissions,Reformers & Crackers,Haldia Petchem,Petchem,1905.639,tCO2e,Haldia Petchem — Process mass balance,EPA Emission Factors Hub 2024,BSI (limited),0.92
2020,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Haldia Petchem,Petchem,459.554,tCO2e,Haldia Petchem — LDAR programme,CEA Grid Factor v20.0,,0.78
2020,Q4,Scope 2,Purchased Electricity,Grid + PPA,Haldia Petchem,Petchem,2091.407,tCO2e,Haldia Petchem — DISCOM utility bills,CEA Grid Factor v20.0,DNV (limited),0.88
2020,Q4,Scope 2,Purchased Steam,Industrial Utilities,Haldia Petchem,Petchem,482.797,tCO2e,Haldia Petchem — Steam supply contract,IPCC 2006 Tier-1,TUV Nord (reasonable),0.94
2020,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Haldia Petchem,Petchem,214.618,tCO2e,Haldia Petchem — Concur travel exports,API Compendium 2009,TUV Nord (limited),0.96
2020,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Haldia Petchem,Petchem,293.747,tCO2e,Haldia Petchem — Annual commuter survey,IPCC 2006 Tier-1,DNV (limited),0.89
2020,Q4,Scope 3,Purchased Goods,Raw & Packaging,Haldia Petchem,Petchem,1387.921,tCO2e,Haldia Petchem — Supplier invoice EEIO,CEA Grid Factor v20.0,BSI (limited),0.79
2020,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Haldia Petchem,Petchem,721.354,tCO2e,Haldia Petchem — 3PL freight ledgers,EPA Emission Factors Hub 2024,ERM (reasonable),0.9
2020,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Haldia Petchem,Petchem,468.301,tCO2e,Haldia Petchem — Project capex registers,GHG Protocol Cross-Sector,ERM (reasonable),0.83
2020,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Haldia Petchem,Petchem,389.018,tCO2e,Haldia Petchem — Waste contractor data,DEFRA UK 2024,DNV (limited),0.79
2020,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Gandhar Gas Cracker,Petchem,1940.488,tCO2e,Gandhar Gas Cracker — Boiler & furnace fuel logs,GHG Protocol Cross-Sector,BSI (limited),0.9
2020,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Gandhar Gas Cracker,Petchem,527.339,tCO2e,Gandhar Gas Cracker — Fleet fuel cards,API Compendium 2009,BSI (limited),0.86
2020,Q4,Scope 1,Process Emissions,Reformers & Crackers,Gandhar Gas Cracker,Petchem,1696.052,tCO2e,Gandhar Gas Cracker — Process mass balance,IPCC 2006 Tier-1,Internal — EHS team,0.84
2020,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Gandhar Gas Cracker,Petchem,348.775,tCO2e,Gandhar Gas Cracker — LDAR programme,GLEC Framework 3.0,BSI (limited),0.84
2020,Q4,Scope 2,Purchased Electricity,Grid + PPA,Gandhar Gas Cracker,Petchem,2307.804,tCO2e,Gandhar Gas Cracker — DISCOM utility bills,GLEC Framework 3.0,TUV Nord (reasonable),0.86
2020,Q4,Scope 2,Purchased Steam,Industrial Utilities,Gandhar Gas Cracker,Petchem,339.819,tCO2e,Gandhar Gas Cracker — Steam supply contract,IPCC 2006 Tier-2,ERM (reasonable),0.82
2020,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Gandhar Gas Cracker,Petchem,216.028,tCO2e,Gandhar Gas Cracker — Concur travel exports,IPCC 2006 Tier-1,BSI (limited),0.9
2020,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Gandhar Gas Cracker,Petchem,315.087,tCO2e,Gandhar Gas Cracker — Annual commuter survey,IPCC 2006 Tier-3,Internal — EHS team,0.9
2020,Q4,Scope 3,Purchased Goods,Raw & Packaging,Gandhar Gas Cracker,Petchem,1211.163,tCO2e,Gandhar Gas Cracker — Supplier invoice EEIO,IPCC 2006 Tier-2,DNV (limited),0.89
2020,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Gandhar Gas Cracker,Petchem,654.668,tCO2e,Gandhar Gas Cracker — 3PL freight ledgers,CEA Grid Factor v20.0,DNV (limited),0.89
2020,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Gandhar Gas Cracker,Petchem,393.674,tCO2e,Gandhar Gas Cracker — Project capex registers,CEA Grid Factor v20.0,BSI (limited),0.78
2020,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Gandhar Gas Cracker,Petchem,430.484,tCO2e,Gandhar Gas Cracker — Waste contractor data,IPCC 2006 Tier-2,Internal — EHS team,0.78
