fiscal_period,event_type,capex_climate,opex_climate,impairment_amount,insurance_recovery,affected_asset_id,gl_account,scenario_tag,description,approver,supporting_doc,currency,narrative
FY2021-Q3,Acute,0.93,20.57,0,7.74,Kochi Sales Office,GL-1100-CapEx,IEA-STEPS,Flood — Plant Shutdown,Plant FC,CFI-FY2021-Q3-260665.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q3,Chronic,42.31,3.22,0,0.0,Jaipur Office,GL-8500-OpEx,RCP2.6,Sea-Level Rise — Coastal Defences,Audit Committee,CFI-FY2021-Q3-629993.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q3,Transition,20.0,1.4,0,0.0,Vadodara Chemicals,GL-2400-OpEx,NGFS-DelayedTransition,Renewable PPA — Long-term Contract,Plant FC,CFI-FY2021-Q3-400494.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q3,Transition,1.01,26.28,0,0.0,Jaipur Office,GL-8500-OpEx,RCP2.6,Carbon Price — Cap & Trade,Controller,CFI-FY2021-Q3-926923.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q3,Acute,0.95,12.73,0,5.59,Kolkata Distribution,GL-7400-OpEx,NGFS-NetZero2050,Cyclone Damage — Coastal Plant,Plant FC,CFI-FY2021-Q3-156104.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Transition,39.92,2.54,0,0.0,Nagothane Plant,GL-1100-CapEx,NGFS-NetZero2050,Green Hydrogen Pilot Plant,CFO,CFI-FY2021-Q3-684868.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Transition,0.93,37.93,0,0.0,Nashik Logistics,GL-2400-OpEx,NGFS-DelayedTransition,Carbon Border Adjustment Mechanism,Plant FC,CFI-FY2021-Q3-527436.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q3,Transition,1.43,17.17,0,0.0,Ahmedabad Office,GL-8500-OpEx,RCP2.6,Carbon Tax Provision (India),Treasurer,CFI-FY2021-Q3-255767.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q3,Acute,1.52,9.97,0,1.57,Jamnagar Polymer Plant,GL-3500-OpEx,NGFS-NetZero2050,Cyclone Damage — Coastal Plant,Treasurer,CFI-FY2021-Q3-317241.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q3,Transition,0.98,27.0,0,0.0,Lucknow Distribution,GL-1100-CapEx,NGFS-DivergentNetZero,Carbon Tax Provision (India),Audit Committee,CFI-FY2021-Q3-894353.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q3,Acute,67.49,0.16,0,0.09,Indore Distribution,GL-2300-OpEx,NGFS-NetZero2050,Wildfire — Asset Loss,Plant FC,CFI-FY2021-Q3-623480.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q3,Transition,44.9,2.46,0,0.0,Dahej Industrial Cluster,GL-5200-Insurance,RCP8.5,Green Hydrogen Pilot Plant,Plant FC,CFI-FY2021-Q3-358760.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q3,Transition,18.03,2.57,0,0.0,Indore Distribution,GL-4100-Impair,IEA-NZE2050,R&D — Bio-feedstock,Controller,CFI-FY2021-Q3-103621.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q3,Transition,57.22,1.49,0,0.0,Visakhapatnam Port,GL-2400-OpEx,RCP4.5,Plant Decommissioning — Coal,CFO,CFI-FY2021-Q3-323544.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q4,Acute,42.14,2.7,0,0.97,Lucknow Distribution,GL-5200-Insurance,IEA-STEPS,Wildfire — Asset Loss,Group FC,CFI-FY2021-Q4-185186.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q4,Acute,0.33,5.38,0,2.56,Kochi Sales Office,GL-8500-OpEx,NGFS-DivergentNetZero,Heatwave — Cooling Surge,Plant FC,CFI-FY2021-Q4-174681.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q4,Transition,14.76,3.25,0,0.0,Mangalore Storage,GL-5200-Insurance,RCP8.5,EV Fleet Conversion,Group FC,CFI-FY2021-Q4-203979.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q4,Chronic,46.42,0.89,0,0.0,Visakhapatnam Port,GL-5200-Insurance,NGFS-DivergentNetZero,Sea-Level Rise — Coastal Defences,Controller,CFI-FY2021-Q4-822066.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q4,Transition,0,0,107.44,0.0,Lucknow Distribution,GL-2300-OpEx,NGFS-DivergentNetZero,Stranded Asset Impairment — Refinery,Audit Committee,CFI-FY2021-Q4-501340.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q4,Transition,0.71,23.68,0,0.0,Kolkata Distribution,GL-1200-CapEx,RCP8.5,Carbon Border Adjustment Mechanism,Plant FC,CFI-FY2021-Q4-643741.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q4,Acute,0.49,2.34,0,0.35,Chennai Office,GL-1200-CapEx,RCP4.5,Heatwave — Cooling Surge,Group FC,CFI-FY2021-Q4-179144.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q4,Transition,4.14,0.14,0,0.0,Surat Polymer Lab,GL-3500-OpEx,IEA-NZE2050,Renewable PPA — Long-term Contract,Group FC,CFI-FY2021-Q4-685763.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q4,Transition,13.19,2.74,0,0.0,Bengaluru Tech Park,GL-8500-OpEx,IEA-APS,Green Hydrogen Pilot Plant,Audit Committee,CFI-FY2021-Q4-692669.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q4,Transition,0,0,41.77,0.0,Hyderabad Distribution,GL-1100-CapEx,RCP8.5,Stranded Asset Impairment — Refinery,Audit Committee,CFI-FY2021-Q4-837326.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q4,Transition,22.0,0.63,0,0.0,Hyderabad Distribution,GL-3500-OpEx,RCP8.5,EV Fleet Conversion,CFO,CFI-FY2021-Q4-810029.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q4,Transition,0.07,10.43,0,0.0,Kolkata Distribution,GL-1200-CapEx,IEA-STEPS,Carbon Price — Cap & Trade,Group FC,CFI-FY2021-Q4-148759.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q4,Transition,0.23,9.36,0,0.0,Paradip Plant,GL-8500-OpEx,NGFS-DivergentNetZero,Carbon Border Adjustment Mechanism,Controller,CFI-FY2021-Q4-538286.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q4,Transition,1.02,27.51,0,0.0,Pune R&D Center,GL-1200-CapEx,NGFS-DivergentNetZero,Carbon Tax Provision (India),Group FC,CFI-FY2021-Q4-533148.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q4,Chronic,0.7,5.43,0,0.0,Lucknow Distribution,GL-2400-OpEx,RCP2.6,Drought — Water Sourcing Cost,CFO,CFI-FY2021-Q4-109854.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q4,Transition,19.14,4.86,0,0.0,Gandhar Gas Cracker,GL-2300-OpEx,RCP4.5,EV Fleet Conversion,Treasurer,CFI-FY2021-Q4-661873.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q4,Transition,24.0,1.01,0,0.0,Hyderabad Distribution,GL-7400-OpEx,NGFS-DivergentNetZero,Green Hydrogen Pilot Plant,Treasurer,CFI-FY2021-Q4-239265.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q4,Transition,0.73,3.7,0,0.0,Vadodara Chemicals,GL-4100-Impair,NGFS-DivergentNetZero,EU CSRD Reporting Compliance,Treasurer,CFI-FY2021-Q4-966533.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q4,Transition,1.88,20.38,0,0.0,Pune R&D Center,GL-5200-Insurance,NGFS-DelayedTransition,Carbon Tax Provision (India),Plant FC,CFI-FY2021-Q4-661453.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q4,Transition,0.74,19.84,0,0.0,Chennai Office,GL-7400-OpEx,RCP4.5,Carbon Price — Cap & Trade,CFO,CFI-FY2021-Q4-867302.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q4,Transition,36.49,0.32,0,0.0,Jaipur Office,GL-1100-CapEx,RCP2.6,Carbon Capture & Storage Pilot,Group FC,CFI-FY2021-Q4-229419.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q4,Transition,0,0,47.59,0.0,Mangalore Storage,GL-2400-OpEx,RCP8.5,Stranded Asset Impairment — Refinery,Group FC,CFI-FY2021-Q4-220255.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q4,Transition,3.07,2.46,0,0.0,Paradip Plant,GL-2400-OpEx,IEA-STEPS,Carbon Capture & Storage Pilot,CFO,CFI-FY2021-Q4-592058.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q4,Transition,21.21,2.69,0,0.0,Mangalore Storage,GL-1200-CapEx,RCP4.5,Plant Decommissioning — Coal,Controller,CFI-FY2021-Q4-987534.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q4,Transition,0.69,12.42,0,0.0,Visakhapatnam Port,GL-2400-OpEx,RCP4.5,Carbon Price — Cap & Trade,Controller,CFI-FY2021-Q4-247661.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q4,Transition,69.75,2.04,0,0.0,Surat Polymer Lab,GL-6300-OpEx,IEA-STEPS,Carbon Capture & Storage Pilot,Plant FC,CFI-FY2021-Q4-187441.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q4,Acute,0.25,11.3,0,4.08,Bengaluru Tech Park,GL-7400-OpEx,IEA-STEPS,Cyclone Damage — Coastal Plant,Group FC,CFI-FY2021-Q4-100439.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q4,Transition,1.45,38.29,0,0.0,Pune R&D Center,GL-8500-OpEx,NGFS-NetZero2050,Carbon Price — Cap & Trade,Controller,CFI-FY2021-Q4-789618.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q4,Acute,0.53,2.04,0,0.24,Delhi Sales Hub,GL-5200-Insurance,NGFS-DelayedTransition,Heatwave — Cooling Surge,Group FC,CFI-FY2021-Q4-956207.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q4,Transition,0.11,5.79,0,0.0,Surat Polymer Lab,GL-3500-OpEx,NGFS-DelayedTransition,Carbon Border Adjustment Mechanism,Plant FC,CFI-FY2021-Q4-174774.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q4,Transition,1.83,6.26,0,0.0,Kandla Terminal,GL-8500-OpEx,NGFS-DivergentNetZero,Carbon Price — Cap & Trade,Audit Committee,CFI-FY2021-Q4-990918.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q4,Transition,2.79,3.04,0,0.0,Haldia Petchem,GL-6300-OpEx,NGFS-DivergentNetZero,Plant Decommissioning — Coal,Plant FC,CFI-FY2021-Q4-331322.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q4,Chronic,0.13,2.74,0,0.0,Nagothane Plant,GL-7400-OpEx,NGFS-DelayedTransition,Drought — Water Sourcing Cost,Controller,CFI-FY2021-Q4-657323.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q4,Transition,1.93,11.12,0,0.0,Jaipur Office,GL-5200-Insurance,NGFS-NetZero2050,Carbon Border Adjustment Mechanism,Treasurer,CFI-FY2021-Q4-775885.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q4,Transition,36.15,3.31,0,0.0,Indore Distribution,GL-1200-CapEx,RCP4.5,Plant Decommissioning — Coal,Audit Committee,CFI-FY2021-Q4-729786.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q4,Acute,48.16,1.19,0,0.5,Dahej Industrial Cluster,GL-1200-CapEx,NGFS-NetZero2050,Wildfire — Asset Loss,CFO,CFI-FY2021-Q4-661178.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q4,Transition,0,0,203.12,0.0,Indore Distribution,GL-2400-OpEx,NGFS-DivergentNetZero,Stranded Asset Impairment — Refinery,Plant FC,CFI-FY2021-Q4-488303.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q4,Acute,1.62,18.48,0,2.19,Nashik Logistics,GL-6300-OpEx,NGFS-DelayedTransition,Flood — Plant Shutdown,CFO,CFI-FY2021-Q4-529182.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q4,Transition,14.99,0.8,0,0.0,Kochi Sales Office,GL-6300-OpEx,IEA-NZE2050,R&D — Bio-feedstock,Plant FC,CFI-FY2021-Q4-673078.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q4,Chronic,0.01,4.06,0,0.0,Chennai Office,GL-7400-OpEx,NGFS-DelayedTransition,Drought — Water Sourcing Cost,Group FC,CFI-FY2021-Q4-125227.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q4,Transition,0.24,6.45,0,0.0,Coimbatore Office,GL-6300-OpEx,IEA-APS,EU CSRD Reporting Compliance,CFO,CFI-FY2021-Q4-143059.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q4,Transition,0.8,26.55,0,0.0,Lucknow Distribution,GL-8500-OpEx,IEA-APS,Carbon Price — Cap & Trade,Group FC,CFI-FY2021-Q4-689873.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q4,Acute,0.57,6.45,0,3.08,Coimbatore Office,GL-7400-OpEx,RCP8.5,Heatwave — Cooling Surge,Audit Committee,CFI-FY2021-Q4-900834.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q4,Acute,45.17,0.39,0,0.06,Hyderabad Catalysis Lab,GL-4100-Impair,RCP8.5,Wildfire — Asset Loss,Group FC,CFI-FY2021-Q4-791767.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q4,Transition,0.13,6.27,0,0.0,Gandhar Gas Cracker,GL-3500-OpEx,IEA-APS,Carbon Price — Cap & Trade,Treasurer,CFI-FY2021-Q4-558535.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q4,Acute,0.06,5.89,0,2.42,Kochi Sales Office,GL-7400-OpEx,NGFS-DelayedTransition,Heatwave — Cooling Surge,Group FC,CFI-FY2021-Q4-980219.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q4,Transition,0,0,19.01,0.0,Bhubaneswar Office,GL-2300-OpEx,RCP4.5,Stranded Asset Impairment — Refinery,Controller,CFI-FY2021-Q4-188815.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q4,Acute,0.43,36.94,0,3.75,Vadodara Chemicals,GL-2400-OpEx,RCP2.6,Flood — Plant Shutdown,CFO,CFI-FY2021-Q4-215194.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q4,Acute,0.55,31.52,0,4.17,Kandla Terminal,GL-3500-OpEx,IEA-STEPS,Cyclone Damage — Coastal Plant,Plant FC,CFI-FY2021-Q4-994452.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q4,Transition,12.02,2.06,0,0.0,Mangalore Storage,GL-8500-OpEx,RCP8.5,Carbon Capture & Storage Pilot,Group FC,CFI-FY2021-Q4-731887.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q4,Transition,0.41,24.87,0,0.0,Chennai Office,GL-6300-OpEx,IEA-APS,Carbon Tax Provision (India),Plant FC,CFI-FY2021-Q4-984032.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q4,Acute,0.44,6.27,0,1.53,Dahej Industrial Cluster,GL-4100-Impair,IEA-STEPS,Heatwave — Cooling Surge,Audit Committee,CFI-FY2021-Q4-796839.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q4,Transition,6.11,3.71,0,0.0,Tuticorin Port Cluster,GL-1100-CapEx,IEA-NZE2050,Plant Decommissioning — Coal,Plant FC,CFI-FY2021-Q4-650401.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q4,Transition,3.98,2.69,0,0.0,Visakhapatnam Port,GL-1200-CapEx,IEA-APS,Renewable PPA — Long-term Contract,Plant FC,CFI-FY2021-Q4-329403.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q4,Chronic,0.14,2.66,0,0.0,Pune R&D Center,GL-2400-OpEx,NGFS-NetZero2050,Rising Avg Temp — Cooling Demand,Group FC,CFI-FY2021-Q4-787100.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q4,Acute,1.5,24.11,0,9.96,Paradip Plant,GL-1200-CapEx,NGFS-DivergentNetZero,Flood — Plant Shutdown,CFO,CFI-FY2021-Q4-961985.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q4,Acute,1.87,2.19,0,0.24,Haldia Petchem,GL-1100-CapEx,NGFS-DelayedTransition,Cyclone Damage — Coastal Plant,Controller,CFI-FY2021-Q4-514972.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q4,Transition,13.34,2.61,0,0.0,Haldia Petchem,GL-7400-OpEx,IEA-NZE2050,R&D — Bio-feedstock,Treasurer,CFI-FY2021-Q4-980854.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q4,Acute,0.29,3.54,0,1.45,Tuticorin Port Cluster,GL-2300-OpEx,NGFS-NetZero2050,Heatwave — Cooling Surge,Plant FC,CFI-FY2021-Q4-203223.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q4,Transition,1.9,34.72,0,0.0,Paradip Plant,GL-4100-Impair,RCP8.5,Carbon Border Adjustment Mechanism,Group FC,CFI-FY2021-Q4-961768.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q4,Acute,1.53,19.11,0,5.01,Gandhar Gas Cracker,GL-1200-CapEx,NGFS-NetZero2050,Cyclone Damage — Coastal Plant,Treasurer,CFI-FY2021-Q4-530361.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q4,Transition,23.88,3.0,0,0.0,Chennai Office,GL-5200-Insurance,IEA-APS,EV Fleet Conversion,Treasurer,CFI-FY2021-Q4-322007.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q4,Chronic,34.31,2.22,0,0.0,Bengaluru Tech Park,GL-2400-OpEx,IEA-STEPS,Sea-Level Rise — Coastal Defences,CFO,CFI-FY2021-Q4-637397.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q4,Acute,0.71,27.31,0,13.09,Jaipur Office,GL-7400-OpEx,NGFS-DivergentNetZero,Cyclone Damage — Coastal Plant,Treasurer,CFI-FY2021-Q4-728382.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q4,Transition,0.89,37.84,0,0.0,Surat Polymer Lab,GL-5200-Insurance,RCP2.6,Carbon Border Adjustment Mechanism,Treasurer,CFI-FY2021-Q4-642556.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q4,Transition,25.29,0.09,0,0.0,Jamnagar Polymer Plant,GL-6300-OpEx,NGFS-DivergentNetZero,Plant Decommissioning — Coal,Group FC,CFI-FY2021-Q4-875716.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q4,Transition,21.81,4.28,0,0.0,Nashik Logistics,GL-1100-CapEx,IEA-APS,Renewable PPA — Long-term Contract,Controller,CFI-FY2021-Q4-158099.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q4,Transition,11.42,2.6,0,0.0,Vadodara Chemicals,GL-6300-OpEx,RCP4.5,EV Fleet Conversion,Treasurer,CFI-FY2021-Q4-632017.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q4,Transition,0.66,35.29,0,0.0,Visakhapatnam Port,GL-1100-CapEx,IEA-NZE2050,Carbon Tax Provision (India),Controller,CFI-FY2021-Q4-451616.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q4,Transition,15.15,3.17,0,0.0,Haldia Petchem,GL-2300-OpEx,RCP4.5,Carbon Capture & Storage Pilot,Group FC,CFI-FY2021-Q4-277779.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q4,Transition,0.52,1.02,0,0.0,Pune R&D Center,GL-5200-Insurance,NGFS-DelayedTransition,EU CSRD Reporting Compliance,Controller,CFI-FY2021-Q4-761158.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q4,Transition,13.02,2.75,0,0.0,Delhi Sales Hub,GL-2400-OpEx,RCP8.5,EV Fleet Conversion,Treasurer,CFI-FY2021-Q4-224036.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q4,Transition,11.15,0.42,0,0.0,Ahmedabad Office,GL-2300-OpEx,RCP2.6,EV Fleet Conversion,Audit Committee,CFI-FY2021-Q4-470284.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q4,Transition,41.16,3.66,0,0.0,Bhubaneswar Office,GL-1200-CapEx,RCP2.6,Plant Decommissioning — Coal,CFO,CFI-FY2021-Q4-108771.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q4,Chronic,0.63,0.6,0,0.0,Mumbai HQ,GL-4100-Impair,RCP8.5,Drought — Water Sourcing Cost,Plant FC,CFI-FY2021-Q4-394298.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q4,Transition,1.78,1.06,0,0.0,Haldia Petchem,GL-4100-Impair,RCP2.6,Renewable PPA — Long-term Contract,CFO,CFI-FY2021-Q4-157971.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q4,Transition,30.42,3.71,0,0.0,Chennai Office,GL-2300-OpEx,NGFS-DivergentNetZero,Plant Decommissioning — Coal,Treasurer,CFI-FY2021-Q4-571544.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q4,Transition,11.83,3.13,0,0.0,Jamnagar Polymer Plant,GL-5200-Insurance,NGFS-DelayedTransition,Renewable PPA — Long-term Contract,Group FC,CFI-FY2021-Q4-866303.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q4,Transition,10.11,3.51,0,0.0,Hazira Refinery,GL-4100-Impair,IEA-NZE2050,Green Hydrogen Pilot Plant,Plant FC,CFI-FY2021-Q4-697812.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q4,Transition,0.78,5.96,0,0.0,Haldia Petchem,GL-4100-Impair,IEA-NZE2050,EU CSRD Reporting Compliance,Controller,CFI-FY2021-Q4-457063.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
